country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
Chile,2010,male,15-24 years,315,1442868,21.83,Chile2010,0.814,218537551220,13874,Millenials
Chile,2010,female,15-24 years,90,1391250,6.47,Chile2010,0.814,218537551220,13874,Millenials
Chile,2010,female,35-54 years,150,2348223,6.39,Chile2010,0.814,218537551220,13874,Generation X
Chile,2010,female,25-34 years,78,1257779,6.2,Chile2010,0.814,218537551220,13874,Generation X
Chile,2010,female,55-74 years,45,1307594,3.44,Chile2010,0.814,218537551220,13874,Silent
Chile,2010,female,75+ years,10,404348,2.47,Chile2010,0.814,218537551220,13874,Silent
Chile,2010,male,5-14 years,18,1311312,1.37,Chile2010,0.814,218537551220,13874,Generation Z
Chile,2010,female,5-14 years,10,1264757,0.79,Chile2010,0.814,218537551220,13874,Generation Z
Colombia,2010,male,75+ years,65,418296,15.54,Colombia2010,0.706,287018184638,6836,Silent
Colombia,2010,male,25-34 years,436,3779392,11.54,Colombia2010,0.706,287018184638,6836,Generation X
Colombia,2010,male,15-24 years,480,4274849,11.23,Colombia2010,0.706,287018184638,6836,Millenials
Colombia,2010,male,55-74 years,225,2337537,9.63,Colombia2010,0.706,287018184638,6836,Silent
Colombia,2010,male,35-54 years,463,5646115,8.2,Colombia2010,0.706,287018184638,6836,Generation X
Colombia,2010,female,15-24 years,187,4154664,4.5,Colombia2010,0.706,287018184638,6836,Millenials
Colombia,2010,female,25-34 years,78,3841659,2.03,Colombia2010,0.706,287018184638,6836,Generation X
Colombia,2010,female,35-54 years,72,6052417,1.19,Colombia2010,0.706,287018184638,6836,Generation X
Colombia,2010,male,5-14 years,41,4178908,0.98,Colombia2010,0.706,287018184638,6836,Generation Z
Colombia,2010,female,5-14 years,39,4010759,0.97,Colombia2010,0.706,287018184638,6836,Generation Z
Colombia,2010,female,75+ years,5,594329,0.84,Colombia2010,0.706,287018184638,6836,Silent
Colombia,2010,female,55-74 years,16,2700178,0.59,Colombia2010,0.706,287018184638,6836,Silent
Costa Rica,2010,male,25-34 years,74,371498,19.92,Costa Rica2010,0.75,37268635287,8906,Generation X
Costa Rica,2010,male,35-54 years,106,581171,18.24,Costa Rica2010,0.75,37268635287,8906,Generation X
Costa Rica,2010,male,55-74 years,36,274921,13.09,Costa Rica2010,0.75,37268635287,8906,Silent
Costa Rica,2010,male,75+ years,7,57885,12.09,Costa Rica2010,0.75,37268635287,8906,Silent
Costa Rica,2010,male,15-24 years,40,420069,9.52,Costa Rica2010,0.75,37268635287,8906,Millenials
Costa Rica,2010,female,25-34 years,12,364253,3.29,Costa Rica2010,0.75,37268635287,8906,Generation X
Costa Rica,2010,female,35-54 years,16,592166,2.7,Costa Rica2010,0.75,37268635287,8906,Generation X
Costa Rica,2010,female,15-24 years,10,404425,2.47,Costa Rica2010,0.75,37268635287,8906,Millenials
Costa Rica,2010,female,55-74 years,5,287471,1.74,Costa Rica2010,0.75,37268635287,8906,Silent
Costa Rica,2010,male,5-14 years,5,386778,1.29,Costa Rica2010,0.75,37268635287,8906,Generation Z
Costa Rica,2010,female,5-14 years,0,369792,0,Costa Rica2010,0.75,37268635287,8906,Generation Z
Costa Rica,2010,female,75+ years,0,74234,0,Costa Rica2010,0.75,37268635287,8906,Silent
Croatia,2010,male,75+ years,99,114205,86.69,Croatia2010,0.807,59829574391,14232,Silent
Croatia,2010,male,55-74 years,215,461893,46.55,Croatia2010,0.807,59829574391,14232,Silent
Croatia,2010,male,35-54 years,186,621977,29.9,Croatia2010,0.807,59829574391,14232,Generation X
Croatia,2010,female,75+ years,46,221668,20.75,Croatia2010,0.807,59829574391,14232,Silent
Croatia,2010,male,15-24 years,40,272848,14.66,Croatia2010,0.807,59829574391,14232,Millenials
Croatia,2010,male,25-34 years,44,316471,13.9,Croatia2010,0.807,59829574391,14232,Generation X
Croatia,2010,female,55-74 years,75,541827,13.84,Croatia2010,0.807,59829574391,14232,Silent
Croatia,2010,female,35-54 years,50,627682,7.97,Croatia2010,0.807,59829574391,14232,Generation X
Croatia,2010,female,15-24 years,13,261670,4.97,Croatia2010,0.807,59829574391,14232,Millenials
Croatia,2010,female,25-34 years,7,306249,2.29,Croatia2010,0.807,59829574391,14232,Generation X
Croatia,2010,female,5-14 years,1,222940,0.45,Croatia2010,0.807,59829574391,14232,Generation Z
Croatia,2010,male,5-14 years,0,234533,0,Croatia2010,0.807,59829574391,14232,Generation Z
Cuba,2010,male,75+ years,206,263320,78.23,Cuba2010,0.778,64328000000,5997,Silent
Cuba,2010,male,55-74 years,374,972763,38.45,Cuba2010,0.778,64328000000,5997,Silent
Cuba,2010,male,35-54 years,476,1899890,25.05,Cuba2010,0.778,64328000000,5997,Generation X
Cuba,2010,male,25-34 years,102,710089,14.36,Cuba2010,0.778,64328000000,5997,Generation X
Cuba,2010,female,55-74 years,142,1005594,14.12,Cuba2010,0.778,64328000000,5997,Silent
Cuba,2010,female,75+ years,40,340480,11.75,Cuba2010,0.778,64328000000,5997,Silent
Cuba,2010,male,15-24 years,67,817305,8.2,Cuba2010,0.778,64328000000,5997,Millenials
Cuba,2010,female,35-54 years,105,1893737,5.54,Cuba2010,0.778,64328000000,5997,Generation X
Cuba,2010,female,25-34 years,17,688810,2.47,Cuba2010,0.778,64328000000,5997,Generation X
Cuba,2010,female,15-24 years,18,771457,2.33,Cuba2010,0.778,64328000000,5997,Millenials
Cuba,2010,female,5-14 years,7,660046,1.06,Cuba2010,0.778,64328000000,5997,Generation Z
Cuba,2010,male,5-14 years,4,702357,0.57,Cuba2010,0.778,64328000000,5997,Generation Z
Cyprus,2010,male,75+ years,3,19667,15.25,Cyprus2010,0.848,25562251656,32477,Silent
Cyprus,2010,male,25-34 years,7,65092,10.75,Cyprus2010,0.848,25562251656,32477,Generation X
Cyprus,2010,male,55-74 years,7,75567,9.26,Cyprus2010,0.848,25562251656,32477,Silent
Cyprus,2010,male,35-54 years,9,107241,8.39,Cyprus2010,0.848,25562251656,32477,Generation X
Cyprus,2010,male,15-24 years,4,67097,5.96,Cyprus2010,0.848,25562251656,32477,Millenials
Cyprus,2010,female,15-24 years,3,64577,4.65,Cyprus2010,0.848,25562251656,32477,Millenials
Cyprus,2010,female,35-54 years,4,119200,3.36,Cyprus2010,0.848,25562251656,32477,Generation X
Cyprus,2010,female,55-74 years,1,79168,1.26,Cyprus2010,0.848,25562251656,32477,Silent
Cyprus,2010,female,25-34 years,0,69866,0,Cyprus2010,0.848,25562251656,32477,Generation X
Cyprus,2010,female,5-14 years,0,45354,0,Cyprus2010,0.848,25562251656,32477,Generation Z
Cyprus,2010,female,75+ years,0,26570,0,Cyprus2010,0.848,25562251656,32477,Silent
Cyprus,2010,male,5-14 years,0,47682,0,Cyprus2010,0.848,25562251656,32477,Generation Z
Czech Republic,2010,male,75+ years,115,243211,47.28,Czech Republic2010,0.863,207477857919,20862,Silent
Czech Republic,2010,male,55-74 years,394,1121705,35.13,Czech Republic2010,0.863,207477857919,20862,Silent
Czech Republic,2010,male,35-54 years,473,1499075,31.55,Czech Republic2010,0.863,207477857919,20862,Generation X
Czech Republic,2010,male,25-34 years,168,858416,19.57,Czech Republic2010,0.863,207477857919,20862,Generation X
Czech Republic,2010,male,15-24 years,94,665538,14.12,Czech Republic2010,0.863,207477857919,20862,Millenials
Czech Republic,2010,female,75+ years,40,453417,8.82,Czech Republic2010,0.863,207477857919,20862,Silent
Czech Republic,2010,female,55-74 years,84,1288749,6.52,Czech Republic2010,0.863,207477857919,20862,Silent
Czech Republic,2010,female,35-54 years,87,1445352,6.02,Czech Republic2010,0.863,207477857919,20862,Generation X
Czech Republic,2010,female,25-34 years,26,805752,3.23,Czech Republic2010,0.863,207477857919,20862,Generation X
Czech Republic,2010,female,15-24 years,20,629937,3.17,Czech Republic2010,0.863,207477857919,20862,Millenials
Czech Republic,2010,male,5-14 years,1,479853,0.21,Czech Republic2010,0.863,207477857919,20862,Generation Z
Czech Republic,2010,female,5-14 years,0,454268,0,Czech Republic2010,0.863,207477857919,20862,Generation Z
Denmark,2010,male,75+ years,61,153231,39.81,Denmark2010,0.908,321995350347,61711,Silent
Denmark,2010,male,55-74 years,142,613233,23.16,Denmark2010,0.908,321995350347,61711,Silent
Denmark,2010,male,35-54 years,142,791338,17.94,Denmark2010,0.908,321995350347,61711,Generation X
Denmark,2010,male,25-34 years,43,329780,13.04,Denmark2010,0.908,321995350347,61711,Generation X
Denmark,2010,female,75+ years,22,236409,9.31,Denmark2010,0.908,321995350347,61711,Silent
Denmark,2010,female,55-74 years,56,634607,8.82,Denmark2010,0.908,321995350347,61711,Silent
Denmark,2010,female,35-54 years,64,776699,8.24,Denmark2010,0.908,321995350347,61711,Generation X
Denmark,2010,male,15-24 years,17,349175,4.87,Denmark2010,0.908,321995350347,61711,Millenials
Denmark,2010,female,15-24 years,10,333696,3,Denmark2010,0.908,321995350347,61711,Millenials
Denmark,2010,female,25-34 years,6,327722,1.83,Denmark2010,0.908,321995350347,61711,Generation X
Denmark,2010,female,5-14 years,0,327790,0,Denmark2010,0.908,321995350347,61711,Generation Z
Denmark,2010,male,5-14 years,0,344105,0,Denmark2010,0.908,321995350347,61711,Generation Z
Ecuador,2010,male,15-24 years,214,1436267,14.9,Ecuador2010,0.717,69555367000,5206,Millenials
Ecuador,2010,male,25-34 years,171,1181648,14.47,Ecuador2010,0.717,69555367000,5206,Generation X
Ecuador,2010,male,35-54 years,165,1639225,10.07,Ecuador2010,0.717,69555367000,5206,Generation X
Ecuador,2010,male,55-74 years,68,713198,9.53,Ecuador2010,0.717,69555367000,5206,Silent
Ecuador,2010,male,75+ years,14,160404,8.73,Ecuador2010,0.717,69555367000,5206,Silent
Ecuador,2010,female,15-24 years,113,1395797,8.1,Ecuador2010,0.717,69555367000,5206,Millenials
Ecuador,2010,female,25-34 years,60,1175139,5.11,Ecuador2010,0.717,69555367000,5206,Generation X
