country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
Belgium,2012,male,25-34 years,193,723202,26.69,Belgium2012,0.889,497884216569,47678,Millenials
Belgium,2012,female,55-74 years,187,1195065,15.65,Belgium2012,0.889,497884216569,47678,Boomers
Belgium,2012,male,15-24 years,100,681023,14.68,Belgium2012,0.889,497884216569,47678,Millenials
Belgium,2012,female,35-54 years,217,1551324,13.99,Belgium2012,0.889,497884216569,47678,Generation X
Belgium,2012,female,75+ years,61,600081,10.17,Belgium2012,0.889,497884216569,47678,Silent
Belgium,2012,female,25-34 years,45,715195,6.29,Belgium2012,0.889,497884216569,47678,Millenials
Belgium,2012,female,15-24 years,28,659827,4.24,Belgium2012,0.889,497884216569,47678,Millenials
Belgium,2012,female,5-14 years,3,603232,0.5,Belgium2012,0.889,497884216569,47678,Generation Z
Belgium,2012,male,5-14 years,3,630495,0.48,Belgium2012,0.889,497884216569,47678,Generation Z
Belize,2012,male,55-74 years,3,12340,24.31,Belize2012,0.716,1573670250,5264,Boomers
Belize,2012,male,25-34 years,6,25854,23.21,Belize2012,0.716,1573670250,5264,Millenials
Belize,2012,male,35-54 years,6,34785,17.25,Belize2012,0.716,1573670250,5264,Generation X
Belize,2012,female,15-24 years,2,34680,5.77,Belize2012,0.716,1573670250,5264,Millenials
Belize,2012,male,15-24 years,1,34413,2.91,Belize2012,0.716,1573670250,5264,Millenials
Belize,2012,female,25-34 years,0,27291,0,Belize2012,0.716,1573670250,5264,Millenials
Belize,2012,female,35-54 years,0,35365,0,Belize2012,0.716,1573670250,5264,Generation X
Belize,2012,female,5-14 years,0,38680,0,Belize2012,0.716,1573670250,5264,Generation Z
Belize,2012,female,55-74 years,0,11573,0,Belize2012,0.716,1573670250,5264,Boomers
Belize,2012,female,75+ years,0,2440,0,Belize2012,0.716,1573670250,5264,Silent
Belize,2012,male,5-14 years,0,39194,0,Belize2012,0.716,1573670250,5264,Generation Z
Belize,2012,male,75+ years,0,2331,0,Belize2012,0.716,1573670250,5264,Silent
Brazil,2012,male,75+ years,376,2123165,17.71,Brazil2012,0.746,2465188674415,13283,Silent
Brazil,2012,male,55-74 years,1458,11612925,12.55,Brazil2012,0.746,2465188674415,13283,Boomers
Brazil,2012,male,35-54 years,2885,25463652,11.33,Brazil2012,0.746,2465188674415,13283,Generation X
Brazil,2012,male,25-34 years,1930,17418954,11.08,Brazil2012,0.746,2465188674415,13283,Millenials
Brazil,2012,male,15-24 years,1313,17644319,7.44,Brazil2012,0.746,2465188674415,13283,Millenials
Brazil,2012,female,35-54 years,877,26979566,3.25,Brazil2012,0.746,2465188674415,13283,Generation X
Brazil,2012,female,55-74 years,418,13532752,3.09,Brazil2012,0.746,2465188674415,13283,Boomers
Brazil,2012,female,25-34 years,455,17398447,2.62,Brazil2012,0.746,2465188674415,13283,Millenials
Brazil,2012,female,75+ years,80,3285641,2.43,Brazil2012,0.746,2465188674415,13283,Silent
Brazil,2012,female,15-24 years,383,17145894,2.23,Brazil2012,0.746,2465188674415,13283,Millenials
Brazil,2012,male,5-14 years,79,16810876,0.47,Brazil2012,0.746,2465188674415,13283,Generation Z
Brazil,2012,female,5-14 years,41,16175024,0.25,Brazil2012,0.746,2465188674415,13283,Generation Z
Bulgaria,2012,male,75+ years,140,228793,61.19,Bulgaria2012,0.778,53903022339,7745,Silent
Bulgaria,2012,male,55-74 years,244,828882,29.44,Bulgaria2012,0.778,53903022339,7745,Boomers
Bulgaria,2012,male,35-54 years,181,1052298,17.2,Bulgaria2012,0.778,53903022339,7745,Generation X
Bulgaria,2012,female,75+ years,61,378562,16.11,Bulgaria2012,0.778,53903022339,7745,Silent
Bulgaria,2012,male,25-34 years,62,520738,11.91,Bulgaria2012,0.778,53903022339,7745,Millenials
Bulgaria,2012,male,15-24 years,45,418715,10.75,Bulgaria2012,0.778,53903022339,7745,Millenials
Bulgaria,2012,female,55-74 years,65,1000743,6.5,Bulgaria2012,0.778,53903022339,7745,Boomers
Bulgaria,2012,female,35-54 years,46,1014327,4.54,Bulgaria2012,0.778,53903022339,7745,Generation X
Bulgaria,2012,female,15-24 years,14,394971,3.54,Bulgaria2012,0.778,53903022339,7745,Millenials
Bulgaria,2012,female,25-34 years,13,482889,2.69,Bulgaria2012,0.778,53903022339,7745,Millenials
Bulgaria,2012,male,5-14 years,1,328547,0.3,Bulgaria2012,0.778,53903022339,7745,Generation Z
Bulgaria,2012,female,5-14 years,0,310187,0,Bulgaria2012,0.778,53903022339,7745,Generation Z
Canada,2012,male,35-54 years,1205,5056024,23.83,Canada2012,0.91,1824288757448,55347,Generation X
Canada,2012,male,55-74 years,770,3586361,21.47,Canada2012,0.91,1824288757448,55347,Boomers
Canada,2012,male,75+ years,180,967342,18.61,Canada2012,0.91,1824288757448,55347,Silent
Canada,2012,male,25-34 years,419,2431632,17.23,Canada2012,0.91,1824288757448,55347,Millenials
Canada,2012,male,15-24 years,381,2358461,16.15,Canada2012,0.91,1824288757448,55347,Millenials
Canada,2012,female,35-54 years,385,5018897,7.67,Canada2012,0.91,1824288757448,55347,Generation X
Canada,2012,female,55-74 years,241,3756013,6.42,Canada2012,0.91,1824288757448,55347,Boomers
Canada,2012,female,15-24 years,137,2255895,6.07,Canada2012,0.91,1824288757448,55347,Millenials
Canada,2012,female,25-34 years,129,2403433,5.37,Canada2012,0.91,1824288757448,55347,Millenials
Canada,2012,female,75+ years,45,1389078,3.24,Canada2012,0.91,1824288757448,55347,Silent
Canada,2012,female,5-14 years,17,1816079,0.94,Canada2012,0.91,1824288757448,55347,Generation Z
Canada,2012,male,5-14 years,17,1921981,0.88,Canada2012,0.91,1824288757448,55347,Generation Z
Chile,2012,male,75+ years,101,258082,39.13,Chile2012,0.827,267122320057,16617,Silent
Chile,2012,male,25-34 years,319,1333713,23.92,Chile2012,0.827,267122320057,16617,Millenials
Chile,2012,male,35-54 years,555,2370451,23.41,Chile2012,0.827,267122320057,16617,Generation X
Chile,2012,male,55-74 years,285,1250017,22.8,Chile2012,0.827,267122320057,16617,Boomers
Chile,2012,male,15-24 years,242,1435400,16.86,Chile2012,0.827,267122320057,16617,Millenials
Chile,2012,female,35-54 years,138,2385205,5.79,Chile2012,0.827,267122320057,16617,Generation X
Chile,2012,female,25-34 years,62,1296016,4.78,Chile2012,0.827,267122320057,16617,Millenials
Chile,2012,female,15-24 years,62,1381401,4.49,Chile2012,0.827,267122320057,16617,Millenials
Chile,2012,female,55-74 years,52,1397521,3.72,Chile2012,0.827,267122320057,16617,Boomers
Chile,2012,female,75+ years,10,429697,2.33,Chile2012,0.827,267122320057,16617,Silent
Chile,2012,male,5-14 years,8,1292347,0.62,Chile2012,0.827,267122320057,16617,Generation Z
Chile,2012,female,5-14 years,7,1245397,0.56,Chile2012,0.827,267122320057,16617,Generation Z
Colombia,2012,male,75+ years,69,453582,15.21,Colombia2012,0.715,369659700376,8586,Silent
Colombia,2012,male,15-24 years,486,4254495,11.42,Colombia2012,0.715,369659700376,8586,Millenials
Colombia,2012,male,25-34 years,412,3891260,10.59,Colombia2012,0.715,369659700376,8586,Millenials
Colombia,2012,male,55-74 years,266,2556199,10.41,Colombia2012,0.715,369659700376,8586,Boomers
Colombia,2012,male,35-54 years,455,5846650,7.78,Colombia2012,0.715,369659700376,8586,Generation X
Colombia,2012,female,15-24 years,151,4133625,3.65,Colombia2012,0.715,369659700376,8586,Millenials
Colombia,2012,female,25-34 years,73,3942505,1.85,Colombia2012,0.715,369659700376,8586,Millenials
Colombia,2012,female,55-74 years,41,2948489,1.39,Colombia2012,0.715,369659700376,8586,Boomers
Colombia,2012,female,35-54 years,83,6261133,1.33,Colombia2012,0.715,369659700376,8586,Generation X
Colombia,2012,male,5-14 years,44,4146398,1.06,Colombia2012,0.715,369659700376,8586,Generation Z
Colombia,2012,female,75+ years,6,642251,0.93,Colombia2012,0.715,369659700376,8586,Silent
Colombia,2012,female,5-14 years,33,3979277,0.83,Colombia2012,0.715,369659700376,8586,Generation Z
Costa Rica,2012,male,35-54 years,94,598555,15.7,Costa Rica2012,0.761,46473128286,10832,Generation X
Costa Rica,2012,male,25-34 years,55,387974,14.18,Costa Rica2012,0.761,46473128286,10832,Millenials
Costa Rica,2012,male,15-24 years,58,419511,13.83,Costa Rica2012,0.761,46473128286,10832,Millenials
Costa Rica,2012,male,55-74 years,40,297364,13.45,Costa Rica2012,0.761,46473128286,10832,Boomers
Costa Rica,2012,male,75+ years,8,63663,12.57,Costa Rica2012,0.761,46473128286,10832,Silent
Costa Rica,2012,female,35-54 years,16,609857,2.62,Costa Rica2012,0.761,46473128286,10832,Generation X
Costa Rica,2012,female,15-24 years,10,403604,2.48,Costa Rica2012,0.761,46473128286,10832,Millenials
Costa Rica,2012,female,55-74 years,6,311981,1.92,Costa Rica2012,0.761,46473128286,10832,Boomers
Costa Rica,2012,female,25-34 years,7,379310,1.85,Costa Rica2012,0.761,46473128286,10832,Millenials
Costa Rica,2012,male,5-14 years,5,377001,1.33,Costa Rica2012,0.761,46473128286,10832,Generation Z
Costa Rica,2012,female,5-14 years,3,360319,0.83,Costa Rica2012,0.761,46473128286,10832,Generation Z
Costa Rica,2012,female,75+ years,0,81071,0,Costa Rica2012,0.761,46473128286,10832,Silent
Croatia,2012,male,75+ years,99,122607,80.75,Croatia2012,0.817,56565475275,13952,Silent
Croatia,2012,male,55-74 years,207,465550,44.46,Croatia2012,0.817,56565475275,13952,Boomers
Croatia,2012,male,35-54 years,201,591018,34.01,Croatia2012,0.817,56565475275,13952,Generation X
Croatia,2012,female,75+ years,46,232222,19.81,Croatia2012,0.817,56565475275,13952,Silent
Croatia,2012,male,25-34 years,51,294314,17.33,Croatia2012,0.817,56565475275,13952,Millenials
Croatia,2012,male,15-24 years,35,256849,13.63,Croatia2012,0.817,56565475275,13952,Millenials
Croatia,2012,female,55-74 years,73,541956,13.47,Croatia2012,0.817,56565475275,13952,Boomers
Croatia,2012,female,35-54 years,42,594104,7.07,Croatia2012,0.817,56565475275,13952,Generation X
Croatia,2012,female,25-34 years,13,283419,4.59,Croatia2012,0.817,56565475275,13952,Millenials
Croatia,2012,female,15-24 years,5,245431,2.04,Croatia2012,0.817,56565475275,13952,Millenials
Croatia,2012,male,5-14 years,3,219008,1.37,Croatia2012,0.817,56565475275,13952,Generation Z
Croatia,2012,female,5-14 years,1,207818,0.48,Croatia2012,0.817,56565475275,13952,Generation Z
Cuba,2012,male,75+ years,245,283396,86.45,Cuba2012,0.772,73141000000,6791,Silent
Cuba,2012,male,55-74 years,357,1000596,35.68,Cuba2012,0.772,73141000000,6791,Boomers
Cuba,2012,male,35-54 years,412,1913864,21.53,Cuba2012,0.772,73141000000,6791,Generation X
Cuba,2012,male,25-34 years,108,718645,15.03,Cuba2012,0.772,73141000000,6791,Millenials
Cuba,2012,female,75+ years,52,364108,14.28,Cuba2012,0.772,73141000000,6791,Silent
Cuba,2012,female,55-74 years,107,1037368,10.31,Cuba2012,0.772,73141000000,6791,Boomers
Cuba,2012,male,15-24 years,71,795384,8.93,Cuba2012,0.772,73141000000,6791,Millenials
Cuba,2012,female,35-54 years,94,1906959,4.93,Cuba2012,0.772,73141000000,6791,Generation X
Cuba,2012,female,15-24 years,25,746677,3.35,Cuba2012,0.772,73141000000,6791,Millenials
Cuba,2012,female,25-34 years,16,696377,2.3,Cuba2012,0.772,73141000000,6791,Millenials
Cuba,2012,male,5-14 years,6,672968,0.89,Cuba2012,0.772,73141000000,6791,Generation Z
Cuba,2012,female,5-14 years,2,634193,0.32,Cuba2012,0.772,73141000000,6791,Generation Z
Cyprus,2012,male,25-34 years,9,70596,12.75,Cyprus2012,0.852,25041372222,30752,Millenials
Cyprus,2012,male,35-54 years,14,110616,12.66,Cyprus2012,0.852,25041372222,30752,Generation X
Cyprus,2012,male,15-24 years,6,66014,9.09,Cyprus2012,0.852,25041372222,30752,Millenials
Cyprus,2012,male,55-74 years,5,79804,6.27,Cyprus2012,0.852,25041372222,30752,Boomers
Cyprus,2012,female,25-34 years,1,75365,1.33,Cyprus2012,0.852,25041372222,30752,Millenials
Cyprus,2012,female,35-54 years,1,125423,0.8,Cyprus2012,0.852,25041372222,30752,Generation X
Cyprus,2012,female,15-24 years,0,63355,0,Cyprus2012,0.852,25041372222,30752,Millenials
Cyprus,2012,female,5-14 years,0,44613,0,Cyprus2012,0.852,25041372222,30752,Generation Z
Cyprus,2012,female,55-74 years,0,83946,0,Cyprus2012,0.852,25041372222,30752,Boomers
Cyprus,2012,female,75+ years,0,27031,0,Cyprus2012,0.852,25041372222,30752,Silent
Cyprus,2012,male,5-14 years,0,47222,0,Cyprus2012,0.852,25041372222,30752,Generation Z
Cyprus,2012,male,75+ years,0,20320,0,Cyprus2012,0.852,25041372222,30752,Silent
Czech Republic,2012,male,75+ years,146,248952,58.65,Czech Republic2012,0.867,207376427021,20898,Silent
Czech Republic,2012,male,55-74 years,430,1173069,36.66,Czech Republic2012,0.867,207376427021,20898,Boomers
Czech Republic,2012,male,35-54 years,538,1537251,35,Czech Republic2012,0.867,207376427021,20898,Generation X
Czech Republic,2012,male,25-34 years,179,796162,22.48,Czech Republic2012,0.867,207376427021,20898,Millenials
Czech Republic,2012,male,15-24 years,84,609704,13.78,Czech Republic2012,0.867,207376427021,20898,Millenials
Czech Republic,2012,female,75+ years,45,456859,9.85,Czech Republic2012,0.867,207376427021,20898,Silent
Czech Republic,2012,female,55-74 years,106,1333013,7.95,Czech Republic2012,0.867,207376427021,20898,Boomers
Czech Republic,2012,female,35-54 years,94,1471892,6.39,Czech Republic2012,0.867,207376427021,20898,Generation X
Czech Republic,2012,female,25-34 years,22,750032,2.93,Czech Republic2012,0.867,207376427021,20898,Millenials
Czech Republic,2012,female,15-24 years,10,581629,1.72,Czech Republic2012,0.867,207376427021,20898,Millenials
Czech Republic,2012,male,5-14 years,3,495721,0.61,Czech Republic2012,0.867,207376427021,20898,Generation Z
Czech Republic,2012,female,5-14 years,1,468843,0.21,Czech Republic2012,0.867,207376427021,20898,Generation Z
Denmark,2012,male,75+ years,67,161259,41.55,Denmark2012,0.921,327148899962,62071,Silent
Denmark,2012,male,35-54 years,209,788215,26.52,Denmark2012,0.921,327148899962,62071,Generation X
Denmark,2012,male,55-74 years,153,630159,24.28,Denmark2012,0.921,327148899962,62071,Boomers
Denmark,2012,female,55-74 years,71,651381,10.9,Denmark2012,0.921,327148899962,62071,Boomers
Denmark,2012,male,25-34 years,31,326746,9.49,Denmark2012,0.921,327148899962,62071,Millenials
Denmark,2012,male,15-24 years,33,362466,9.1,Denmark2012,0.921,327148899962,62071,Millenials
Denmark,2012,female,75+ years,19,240759,7.89,Denmark2012,0.921,327148899962,62071,Silent
Denmark,2012,female,35-54 years,58,776419,7.47,Denmark2012,0.921,327148899962,62071,Generation X
Denmark,2012,female,25-34 years,11,322504,3.41,Denmark2012,0.921,327148899962,62071,Millenials
Denmark,2012,female,15-24 years,8,346154,2.31,Denmark2012,0.921,327148899962,62071,Millenials
Denmark,2012,male,5-14 years,1,340022,0.29,Denmark2012,0.921,327148899962,62071,Generation Z
Denmark,2012,female,5-14 years,0,324455,0,Denmark2012,0.921,327148899962,62071,Generation Z
Ecuador,2012,male,15-24 years,240,1462193,16.41,Ecuador2012,0.727,87924544000,6364,Millenials
Ecuador,2012,male,25-34 years,164,1225594,13.38,Ecuador2012,0.727,87924544000,6364,Millenials
Ecuador,2012,male,55-74 years,87,771426,11.28,Ecuador2012,0.727,87924544000,6364,Boomers
Ecuador,2012,male,75+ years,19,172083,11.04,Ecuador2012,0.727,87924544000,6364,Silent
Ecuador,2012,male,35-54 years,162,1715827,9.44,Ecuador2012,0.727,87924544000,6364,Generation X
Ecuador,2012,female,15-24 years,118,1420727,8.31,Ecuador2012,0.727,87924544000,6364,Millenials
Ecuador,2012,female,25-34 years,55,1217762,4.52,Ecuador2012,0.727,87924544000,6364,Millenials
Ecuador,2012,female,35-54 years,48,1755189,2.73,Ecuador2012,0.727,87924544000,6364,Generation X
Ecuador,2012,male,5-14 years,39,1544899,2.52,Ecuador2012,0.727,87924544000,6364,Generation Z
Ecuador,2012,female,75+ years,4,215613,1.86,Ecuador2012,0.727,87924544000,6364,Silent
Ecuador,2012,female,5-14 years,27,1484824,1.82,Ecuador2012,0.727,87924544000,6364,Generation Z
Ecuador,2012,female,55-74 years,13,829724,1.57,Ecuador2012,0.727,87924544000,6364,Boomers
El Salvador,2012,male,25-34 years,109,406026,26.85,El Salvador2012,0.662,21386153000,3806,Millenials
El Salvador,2012,male,55-74 years,62,300461,20.63,El Salvador2012,0.662,21386153000,3806,Boomers
El Salvador,2012,male,75+ years,16,81225,19.7,El Salvador2012,0.662,21386153000,3806,Silent
El Salvador,2012,male,35-54 years,98,572655,17.11,El Salvador2012,0.662,21386153000,3806,Generation X
El Salvador,2012,male,15-24 years,100,618195,16.18,El Salvador2012,0.662,21386153000,3806,Millenials
El Salvador,2012,female,15-24 years,56,639803,8.75,El Salvador2012,0.662,21386153000,3806,Millenials
El Salvador,2012,female,25-34 years,26,492068,5.28,El Salvador2012,0.662,21386153000,3806,Millenials
El Salvador,2012,female,35-54 years,19,736698,2.58,El Salvador2012,0.662,21386153000,3806,Generation X
El Salvador,2012,female,75+ years,2,105481,1.9,El Salvador2012,0.662,21386153000,3806,Silent
El Salvador,2012,male,5-14 years,11,650570,1.69,El Salvador2012,0.662,21386153000,3806,Generation Z
El Salvador,2012,female,5-14 years,9,626538,1.44,El Salvador2012,0.662,21386153000,3806,Generation Z
El Salvador,2012,female,55-74 years,4,389103,1.03,El Salvador2012,0.662,21386153000,3806,Boomers
Estonia,2012,male,75+ years,20,30891,64.74,Estonia2012,0.855,23043864510,18411,Silent
Estonia,2012,male,55-74 years,59,122960,47.98,Estonia2012,0.855,23043864510,18411,Boomers
