country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
Argentina,2015,female,75+ years,27,1344980,2.01,Argentina2015,NA,594749285413,14981,Silent
Argentina,2015,male,5-14 years,39,3672155,1.06,Argentina2015,NA,594749285413,14981,Generation Z
Argentina,2015,female,5-14 years,19,3549219,0.54,Argentina2015,NA,594749285413,14981,Generation Z
Armenia,2015,male,75+ years,12,61355,19.56,Armenia2015,NA,10553337673,3775,Silent
Armenia,2015,male,55-74 years,16,231213,6.92,Armenia2015,NA,10553337673,3775,Boomers
Armenia,2015,female,75+ years,5,100754,4.96,Armenia2015,NA,10553337673,3775,Silent
Armenia,2015,male,35-54 years,15,356715,4.21,Armenia2015,NA,10553337673,3775,Generation X
Armenia,2015,male,25-34 years,10,255540,3.91,Armenia2015,NA,10553337673,3775,Millenials
Armenia,2015,female,55-74 years,5,297936,1.68,Armenia2015,NA,10553337673,3775,Boomers
Armenia,2015,female,15-24 years,3,212010,1.42,Armenia2015,NA,10553337673,3775,Millenials
Armenia,2015,female,35-54 years,4,412360,0.97,Armenia2015,NA,10553337673,3775,Generation X
Armenia,2015,male,15-24 years,2,216876,0.92,Armenia2015,NA,10553337673,3775,Millenials
Armenia,2015,female,25-34 years,2,274108,0.73,Armenia2015,NA,10553337673,3775,Millenials
Armenia,2015,female,5-14 years,0,175417,0,Armenia2015,NA,10553337673,3775,Generation Z
Armenia,2015,male,5-14 years,0,201051,0,Armenia2015,NA,10553337673,3775,Generation Z
Australia,2015,male,35-54 years,944,3149299,29.97,Australia2015,NA,1349034029453,60656,Generation X
Australia,2015,male,75+ years,181,673787,26.86,Australia2015,NA,1349034029453,60656,Silent
Australia,2015,male,25-34 years,423,1762265,24,Australia2015,NA,1349034029453,60656,Millenials
Australia,2015,male,55-74 years,457,2337430,19.55,Australia2015,NA,1349034029453,60656,Boomers
Australia,2015,male,15-24 years,281,1608990,17.46,Australia2015,NA,1349034029453,60656,Millenials
Australia,2015,female,35-54 years,294,3203643,9.18,Australia2015,NA,1349034029453,60656,Generation X
Australia,2015,female,15-24 years,110,1526305,7.21,Australia2015,NA,1349034029453,60656,Millenials
Australia,2015,female,25-34 years,119,1747715,6.81,Australia2015,NA,1349034029453,60656,Millenials
Australia,2015,female,55-74 years,152,2411343,6.3,Australia2015,NA,1349034029453,60656,Boomers
Australia,2015,female,75+ years,52,884347,5.88,Australia2015,NA,1349034029453,60656,Silent
Australia,2015,female,5-14 years,8,1428159,0.56,Australia2015,NA,1349034029453,60656,Generation Z
Australia,2015,male,5-14 years,6,1507502,0.4,Australia2015,NA,1349034029453,60656,Generation Z
Austria,2015,male,75+ years,214,290329,73.71,Austria2015,NA,382065930308,46484,Silent
Austria,2015,male,55-74 years,294,915115,32.13,Austria2015,NA,382065930308,46484,Boomers
Austria,2015,male,35-54 years,313,1279822,24.46,Austria2015,NA,382065930308,46484,Generation X
Austria,2015,female,75+ years,70,461676,15.16,Austria2015,NA,382065930308,46484,Silent
Austria,2015,male,25-34 years,78,590968,13.2,Austria2015,NA,382065930308,46484,Millenials
Austria,2015,male,15-24 years,61,519646,11.74,Austria2015,NA,382065930308,46484,Millenials
Austria,2015,female,55-74 years,100,998854,10.01,Austria2015,NA,382065930308,46484,Boomers
Austria,2015,female,35-54 years,79,1273034,6.21,Austria2015,NA,382065930308,46484,Generation X
Austria,2015,female,15-24 years,19,490742,3.87,Austria2015,NA,382065930308,46484,Millenials
Austria,2015,female,25-34 years,21,576661,3.64,Austria2015,NA,382065930308,46484,Millenials
Austria,2015,female,5-14 years,1,400831,0.25,Austria2015,NA,382065930308,46484,Generation Z
Austria,2015,male,5-14 years,1,421708,0.24,Austria2015,NA,382065930308,46484,Generation Z
Belgium,2015,male,75+ years,177,392775,45.06,Belgium2015,NA,455039563133,42830,Silent
Belgium,2015,male,35-54 years,529,1567729,33.74,Belgium2015,NA,455039563133,42830,Generation X
Belgium,2015,male,55-74 years,353,1200170,29.41,Belgium2015,NA,455039563133,42830,Boomers
Belgium,2015,male,25-34 years,161,728873,22.09,Belgium2015,NA,455039563133,42830,Millenials
Belgium,2015,female,35-54 years,221,1534727,14.4,Belgium2015,NA,455039563133,42830,Generation X
Belgium,2015,female,75+ years,87,616201,14.12,Belgium2015,NA,455039563133,42830,Silent
Belgium,2015,female,55-74 years,176,1262327,13.94,Belgium2015,NA,455039563133,42830,Boomers
Belgium,2015,male,15-24 years,93,671971,13.84,Belgium2015,NA,455039563133,42830,Millenials
Belgium,2015,female,25-34 years,45,726357,6.2,Belgium2015,NA,455039563133,42830,Millenials
Belgium,2015,female,15-24 years,21,649587,3.23,Belgium2015,NA,455039563133,42830,Millenials
Belgium,2015,female,5-14 years,2,622189,0.32,Belgium2015,NA,455039563133,42830,Generation Z
Belgium,2015,male,5-14 years,2,651450,0.31,Belgium2015,NA,455039563133,42830,Generation Z
Belize,2015,male,75+ years,1,2264,44.17,Belize2015,NA,1778567600,5561,Silent
Belize,2015,male,25-34 years,9,28956,31.08,Belize2015,NA,1778567600,5561,Millenials
Belize,2015,male,55-74 years,3,13996,21.43,Belize2015,NA,1778567600,5561,Boomers
Belize,2015,male,35-54 years,4,37895,10.56,Belize2015,NA,1778567600,5561,Generation X
Belize,2015,male,5-14 years,3,39041,7.68,Belize2015,NA,1778567600,5561,Generation Z
Belize,2015,female,55-74 years,1,13642,7.33,Belize2015,NA,1778567600,5561,Boomers
Belize,2015,male,15-24 years,2,36971,5.41,Belize2015,NA,1778567600,5561,Millenials
Belize,2015,female,35-54 years,2,39103,5.11,Belize2015,NA,1778567600,5561,Generation X
Belize,2015,female,15-24 years,1,37114,2.69,Belize2015,NA,1778567600,5561,Millenials
Belize,2015,female,25-34 years,0,30312,0,Belize2015,NA,1778567600,5561,Millenials
Belize,2015,female,5-14 years,0,38109,0,Belize2015,NA,1778567600,5561,Generation Z
Belize,2015,female,75+ years,0,2432,0,Belize2015,NA,1778567600,5561,Silent
Brazil,2015,male,75+ years,470,2448560,19.19,Brazil2015,NA,1802214373741,9431,Silent
Brazil,2015,male,55-74 years,1693,12987357,13.04,Brazil2015,NA,1802214373741,9431,Boomers
Brazil,2015,male,35-54 years,3238,26989063,12,Brazil2015,NA,1802214373741,9431,Generation X
Brazil,2015,male,25-34 years,1897,17625976,10.76,Brazil2015,NA,1802214373741,9431,Millenials
Brazil,2015,male,15-24 years,1389,17569045,7.91,Brazil2015,NA,1802214373741,9431,Millenials
Brazil,2015,female,35-54 years,910,28461855,3.2,Brazil2015,NA,1802214373741,9431,Generation X
Brazil,2015,female,55-74 years,479,15122216,3.17,Brazil2015,NA,1802214373741,9431,Boomers
Brazil,2015,female,25-34 years,466,17546090,2.66,Brazil2015,NA,1802214373741,9431,Millenials
Brazil,2015,female,75+ years,89,3802086,2.34,Brazil2015,NA,1802214373741,9431,Silent
Brazil,2015,female,15-24 years,397,17047218,2.33,Brazil2015,NA,1802214373741,9431,Millenials
Brazil,2015,male,5-14 years,79,16057040,0.49,Brazil2015,NA,1802214373741,9431,Generation Z
Brazil,2015,female,5-14 years,56,15430579,0.36,Brazil2015,NA,1802214373741,9431,Generation Z
Chile,2015,male,75+ years,117,282308,41.44,Chile2015,NA,243999477738,14729,Silent
Chile,2015,male,55-74 years,301,1394272,21.59,Chile2015,NA,243999477738,14729,Boomers
Chile,2015,male,35-54 years,513,2426719,21.14,Chile2015,NA,243999477738,14729,Generation X
Chile,2015,male,25-34 years,296,1406921,21.04,Chile2015,NA,243999477738,14729,Millenials
Chile,2015,male,15-24 years,224,1400822,15.99,Chile2015,NA,243999477738,14729,Millenials
Chile,2015,female,35-54 years,136,2431495,5.59,Chile2015,NA,243999477738,14729,Generation X
Chile,2015,female,55-74 years,78,1544550,5.05,Chile2015,NA,243999477738,14729,Boomers
Chile,2015,female,25-34 years,66,1359598,4.85,Chile2015,NA,243999477738,14729,Millenials
Chile,2015,female,15-24 years,64,1343941,4.76,Chile2015,NA,243999477738,14729,Millenials
Chile,2015,female,75+ years,21,470618,4.46,Chile2015,NA,243999477738,14729,Silent
Chile,2015,female,5-14 years,13,1228869,1.06,Chile2015,NA,243999477738,14729,Generation Z
Chile,2015,male,5-14 years,9,1275612,0.71,Chile2015,NA,243999477738,14729,Generation Z
Colombia,2015,male,75+ years,82,502228,16.33,Colombia2015,NA,291519591533,6552,Silent
Colombia,2015,male,15-24 years,473,4197599,11.27,Colombia2015,NA,291519591533,6552,Millenials
Colombia,2015,male,55-74 years,317,2926656,10.83,Colombia2015,NA,291519591533,6552,Boomers
Colombia,2015,male,25-34 years,379,3994717,9.49,Colombia2015,NA,291519591533,6552,Millenials
Colombia,2015,male,35-54 years,560,6143478,9.12,Colombia2015,NA,291519591533,6552,Generation X
Colombia,2015,female,15-24 years,176,4070390,4.32,Colombia2015,NA,291519591533,6552,Millenials
Colombia,2015,female,25-34 years,111,4031995,2.75,Colombia2015,NA,291519591533,6552,Millenials
Colombia,2015,female,35-54 years,96,6566323,1.46,Colombia2015,NA,291519591533,6552,Generation X
Colombia,2015,female,75+ years,10,715044,1.4,Colombia2015,NA,291519591533,6552,Silent
Colombia,2015,female,55-74 years,45,3367078,1.34,Colombia2015,NA,291519591533,6552,Boomers
Colombia,2015,female,5-14 years,44,3904896,1.13,Colombia2015,NA,291519591533,6552,Generation Z
Colombia,2015,male,5-14 years,39,4070023,0.96,Colombia2015,NA,291519591533,6552,Generation Z
Croatia,2015,male,75+ years,104,131896,78.85,Croatia2015,NA,49425513611,12351,Silent
Croatia,2015,male,55-74 years,207,476580,43.43,Croatia2015,NA,49425513611,12351,Boomers
Croatia,2015,male,35-54 years,155,575410,26.94,Croatia2015,NA,49425513611,12351,Generation X
Croatia,2015,female,75+ years,56,243369,23.01,Croatia2015,NA,49425513611,12351,Silent
Croatia,2015,male,25-34 years,41,280212,14.63,Croatia2015,NA,49425513611,12351,Millenials
Croatia,2015,male,15-24 years,34,247562,13.73,Croatia2015,NA,49425513611,12351,Millenials
Croatia,2015,female,55-74 years,75,548940,13.66,Croatia2015,NA,49425513611,12351,Boomers
Croatia,2015,female,35-54 years,51,576262,8.85,Croatia2015,NA,49425513611,12351,Generation X
Croatia,2015,female,25-34 years,7,271005,2.58,Croatia2015,NA,49425513611,12351,Millenials
Croatia,2015,female,15-24 years,6,236301,2.54,Croatia2015,NA,49425513611,12351,Millenials
Croatia,2015,female,5-14 years,2,201507,0.99,Croatia2015,NA,49425513611,12351,Generation Z
Croatia,2015,male,5-14 years,1,212625,0.47,Croatia2015,NA,49425513611,12351,Generation Z
Cuba,2015,male,75+ years,257,312547,82.23,Cuba2015,NA,87132800000,8044,Silent
Cuba,2015,male,55-74 years,394,1064263,37.02,Cuba2015,NA,87132800000,8044,Boomers
Cuba,2015,male,35-54 years,418,1879569,22.24,Cuba2015,NA,87132800000,8044,Generation X
Cuba,2015,female,75+ years,56,400826,13.97,Cuba2015,NA,87132800000,8044,Silent
Cuba,2015,male,25-34 years,82,773518,10.6,Cuba2015,NA,87132800000,8044,Millenials
Cuba,2015,female,55-74 years,104,1106391,9.4,Cuba2015,NA,87132800000,8044,Boomers
Cuba,2015,male,15-24 years,56,745157,7.52,Cuba2015,NA,87132800000,8044,Millenials
Cuba,2015,female,35-54 years,102,1870168,5.45,Cuba2015,NA,87132800000,8044,Generation X
Cuba,2015,female,25-34 years,21,746139,2.81,Cuba2015,NA,87132800000,8044,Millenials
Cuba,2015,female,15-24 years,17,696005,2.44,Cuba2015,NA,87132800000,8044,Millenials
Cuba,2015,male,5-14 years,4,636828,0.63,Cuba2015,NA,87132800000,8044,Generation Z
Cuba,2015,female,5-14 years,0,600657,0,Cuba2015,NA,87132800000,8044,Generation Z
Cyprus,2015,male,55-74 years,9,83627,10.76,Cyprus2015,NA,19676167240,24718,Boomers
Cyprus,2015,male,25-34 years,7,67482,10.37,Cyprus2015,NA,19676167240,24718,Millenials
Cyprus,2015,male,35-54 years,10,106371,9.4,Cyprus2015,NA,19676167240,24718,Generation X
Cyprus,2015,male,15-24 years,5,58308,8.58,Cyprus2015,NA,19676167240,24718,Millenials
Cyprus,2015,female,55-74 years,3,87902,3.41,Cyprus2015,NA,19676167240,24718,Boomers
Cyprus,2015,female,25-34 years,2,70765,2.83,Cyprus2015,NA,19676167240,24718,Millenials
Cyprus,2015,female,35-54 years,3,118975,2.52,Cyprus2015,NA,19676167240,24718,Generation X
Cyprus,2015,female,15-24 years,1,58123,1.72,Cyprus2015,NA,19676167240,24718,Millenials
Cyprus,2015,female,5-14 years,0,44693,0,Cyprus2015,NA,19676167240,24718,Generation Z
Cyprus,2015,female,75+ years,0,29924,0,Cyprus2015,NA,19676167240,24718,Silent
Cyprus,2015,male,5-14 years,0,46906,0,Cyprus2015,NA,19676167240,24718,Generation Z
Cyprus,2015,male,75+ years,0,22961,0,Cyprus2015,NA,19676167240,24718,Silent
Czech Republic,2015,male,75+ years,145,264401,54.84,Czech Republic2015,NA,186829940546,18703,Silent
Czech Republic,2015,male,55-74 years,373,1202553,31.02,Czech Republic2015,NA,186829940546,18703,Boomers
Czech Republic,2015,male,35-54 years,404,1602521,25.21,Czech Republic2015,NA,186829940546,18703,Generation X
Czech Republic,2015,male,25-34 years,151,737221,20.48,Czech Republic2015,NA,186829940546,18703,Millenials
Czech Republic,2015,male,15-24 years,58,546597,10.61,Czech Republic2015,NA,186829940546,18703,Millenials
Czech Republic,2015,female,75+ years,44,471092,9.34,Czech Republic2015,NA,186829940546,18703,Silent
Czech Republic,2015,female,55-74 years,80,1358421,5.89,Czech Republic2015,NA,186829940546,18703,Boomers
Czech Republic,2015,female,35-54 years,86,1528289,5.63,Czech Republic2015,NA,186829940546,18703,Generation X
Czech Republic,2015,female,15-24 years,19,521060,3.65,Czech Republic2015,NA,186829940546,18703,Millenials
Czech Republic,2015,female,25-34 years,20,698584,2.86,Czech Republic2015,NA,186829940546,18703,Millenials
Czech Republic,2015,female,5-14 years,5,515457,0.97,Czech Republic2015,NA,186829940546,18703,Generation Z
Czech Republic,2015,male,5-14 years,2,543129,0.37,Czech Republic2015,NA,186829940546,18703,Generation Z
Denmark,2015,male,75+ years,57,178633,31.91,Denmark2015,NA,301298464861,55972,Silent
Denmark,2015,male,35-54 years,159,783366,20.3,Denmark2015,NA,301298464861,55972,Generation X
Denmark,2015,male,55-74 years,126,651856,19.33,Denmark2015,NA,301298464861,55972,Boomers
Denmark,2015,female,75+ years,32,253300,12.63,Denmark2015,NA,301298464861,55972,Silent
Denmark,2015,female,55-74 years,67,673655,9.95,Denmark2015,NA,301298464861,55972,Boomers
Denmark,2015,male,25-34 years,30,342769,8.75,Denmark2015,NA,301298464861,55972,Millenials
Denmark,2015,female,35-54 years,51,772844,6.6,Denmark2015,NA,301298464861,55972,Generation X
Denmark,2015,male,15-24 years,18,374051,4.81,Denmark2015,NA,301298464861,55972,Millenials
Denmark,2015,female,25-34 years,15,331400,4.53,Denmark2015,NA,301298464861,55972,Millenials
Denmark,2015,female,15-24 years,6,356882,1.68,Denmark2015,NA,301298464861,55972,Millenials
Denmark,2015,female,5-14 years,3,323821,0.93,Denmark2015,NA,301298464861,55972,Generation Z
Denmark,2015,male,5-14 years,0,340483,0,Denmark2015,NA,301298464861,55972,Generation Z
Ecuador,2015,male,75+ years,40,191306,20.91,Ecuador2015,NA,99290381000,6832,Silent
Ecuador,2015,male,15-24 years,234,1492713,15.68,Ecuador2015,NA,99290381000,6832,Millenials
Ecuador,2015,male,25-34 years,185,1293193,14.31,Ecuador2015,NA,99290381000,6832,Millenials
Ecuador,2015,male,55-74 years,108,867314,12.45,Ecuador2015,NA,99290381000,6832,Boomers
Ecuador,2015,male,35-54 years,205,1833181,11.18,Ecuador2015,NA,99290381000,6832,Generation X
Ecuador,2015,female,15-24 years,110,1448112,7.6,Ecuador2015,NA,99290381000,6832,Millenials
Ecuador,2015,female,25-34 years,56,1283175,4.36,Ecuador2015,NA,99290381000,6832,Millenials
Ecuador,2015,female,35-54 years,46,1876229,2.45,Ecuador2015,NA,99290381000,6832,Generation X
Ecuador,2015,female,55-74 years,22,932718,2.36,Ecuador2015,NA,99290381000,6832,Boomers
Ecuador,2015,male,5-14 years,35,1569519,2.23,Ecuador2015,NA,99290381000,6832,Generation Z
Ecuador,2015,female,75+ years,5,241437,2.07,Ecuador2015,NA,99290381000,6832,Silent
Ecuador,2015,female,5-14 years,27,1505127,1.79,Ecuador2015,NA,99290381000,6832,Generation Z
Estonia,2015,male,75+ years,20,34253,58.39,Estonia2015,NA,22566956982,18149,Silent
Estonia,2015,male,55-74 years,44,126556,34.77,Estonia2015,NA,22566956982,18149,Boomers
Estonia,2015,male,15-24 years,21,70165,29.93,Estonia2015,NA,22566956982,18149,Millenials
Estonia,2015,male,35-54 years,48,177053,27.11,Estonia2015,NA,22566956982,18149,Generation X
Estonia,2015,male,25-34 years,25,99448,25.14,Estonia2015,NA,22566956982,18149,Millenials
Estonia,2015,female,75+ years,9,86804,10.37,Estonia2015,NA,22566956982,18149,Silent
Estonia,2015,female,55-74 years,12,172429,6.96,Estonia2015,NA,22566956982,18149,Boomers
Estonia,2015,female,35-54 years,11,178380,6.17,Estonia2015,NA,22566956982,18149,Generation X
Estonia,2015,female,25-34 years,2,92783,2.16,Estonia2015,NA,22566956982,18149,Millenials
Estonia,2015,female,15-24 years,1,66216,1.51,Estonia2015,NA,22566956982,18149,Millenials
Estonia,2015,female,5-14 years,1,67802,1.47,Estonia2015,NA,22566956982,18149,Generation Z
Estonia,2015,male,5-14 years,1,71561,1.4,Estonia2015,NA,22566956982,18149,Generation Z
Finland,2015,male,75+ years,53,178936,29.62,Finland2015,NA,232464833066,44862,Silent
Finland,2015,male,35-54 years,190,704220,26.98,Finland2015,NA,232464833066,44862,Generation X
Finland,2015,male,25-34 years,92,357334,25.75,Finland2015,NA,232464833066,44862,Millenials
Finland,2015,male,55-74 years,159,665885,23.88,Finland2015,NA,232464833066,44862,Boomers
Finland,2015,male,15-24 years,59,332082,17.77,Finland2015,NA,232464833066,44862,Millenials
Finland,2015,female,25-34 years,30,337446,8.89,Finland2015,NA,232464833066,44862,Millenials
Finland,2015,female,35-54 years,55,682671,8.06,Finland2015,NA,232464833066,44862,Generation X
Finland,2015,female,55-74 years,55,711135,7.73,Finland2015,NA,232464833066,44862,Boomers
Finland,2015,female,75+ years,21,295795,7.1,Finland2015,NA,232464833066,44862,Silent
Finland,2015,female,15-24 years,12,317937,3.77,Finland2015,NA,232464833066,44862,Millenials
Finland,2015,male,5-14 years,5,305748,1.64,Finland2015,NA,232464833066,44862,Generation Z
Finland,2015,female,5-14 years,0,292608,0,Finland2015,NA,232464833066,44862,Generation Z
Georgia,2015,male,75+ years,27,87600,30.82,Georgia2015,NA,13993546732,4046,Silent
Georgia,2015,female,75+ years,20,166300,12.03,Georgia2015,NA,13993546732,4046,Silent
Georgia,2015,male,55-74 years,34,320200,10.62,Georgia2015,NA,13993546732,4046,Boomers
Georgia,2015,male,35-54 years,46,480200,9.58,Georgia2015,NA,13993546732,4046,Generation X
Georgia,2015,male,25-34 years,19,271700,6.99,Georgia2015,NA,13993546732,4046,Millenials
Georgia,2015,male,15-24 years,17,247800,6.86,Georgia2015,NA,13993546732,4046,Millenials
Georgia,2015,female,55-74 years,13,420700,3.09,Georgia2015,NA,13993546732,4046,Boomers
Georgia,2015,female,25-34 years,5,272100,1.84,Georgia2015,NA,13993546732,4046,Millenials
Georgia,2015,female,35-54 years,8,517700,1.55,Georgia2015,NA,13993546732,4046,Generation X
Georgia,2015,female,15-24 years,2,230200,0.87,Georgia2015,NA,13993546732,4046,Millenials
Georgia,2015,male,5-14 years,1,234300,0.43,Georgia2015,NA,13993546732,4046,Generation Z
Georgia,2015,female,5-14 years,0,209600,0,Georgia2015,NA,13993546732,4046,Generation Z
Germany,2015,male,75+ years,1729,3487628,49.58,Germany2015,NA,3375611100742,43201,Silent
Germany,2015,male,55-74 years,2304,9436572,24.42,Germany2015,NA,3375611100742,43201,Boomers
Germany,2015,male,35-54 years,2267,11854531,19.12,Germany2015,NA,3375611100742,43201,Generation X
Germany,2015,male,25-34 years,721,5336932,13.51,Germany2015,NA,3375611100742,43201,Millenials
Germany,2015,female,75+ years,635,5338738,11.89,Germany2015,NA,3375611100742,43201,Silent
Germany,2015,female,55-74 years,908,10054932,9.03,Germany2015,NA,3375611100742,43201,Boomers
Germany,2015,male,15-24 years,376,4520300,8.32,Germany2015,NA,3375611100742,43201,Millenials
Germany,2015,female,35-54 years,800,11616616,6.89,Germany2015,NA,3375611100742,43201,Generation X
Germany,2015,female,25-34 years,193,5061297,3.81,Germany2015,NA,3375611100742,43201,Millenials
Germany,2015,female,15-24 years,136,4195185,3.24,Germany2015,NA,3375611100742,43201,Millenials
Germany,2015,female,5-14 years,13,3517216,0.37,Germany2015,NA,3375611100742,43201,Generation Z
Germany,2015,male,5-14 years,6,3716736,0.16,Germany2015,NA,3375611100742,43201,Generation Z
Greece,2015,male,75+ years,70,495592,14.12,Greece2015,NA,195541761243,18927,Silent
Greece,2015,male,55-74 years,139,1157869,12,Greece2015,NA,195541761243,18927,Boomers
Greece,2015,male,35-54 years,147,1558791,9.43,Greece2015,NA,195541761243,18927,Generation X
Greece,2015,male,25-34 years,46,669357,6.87,Greece2015,NA,195541761243,18927,Millenials
Greece,2015,male,15-24 years,20,561302,3.56,Greece2015,NA,195541761243,18927,Millenials
Greece,2015,female,55-74 years,39,1294582,3.01,Greece2015,NA,195541761243,18927,Boomers
Greece,2015,female,25-34 years,17,662893,2.56,Greece2015,NA,195541761243,18927,Millenials
Greece,2015,female,35-54 years,36,1627797,2.21,Greece2015,NA,195541761243,18927,Generation X
Greece,2015,female,75+ years,12,683939,1.75,Greece2015,NA,195541761243,18927,Silent
Greece,2015,female,15-24 years,3,541528,0.55,Greece2015,NA,195541761243,18927,Millenials
Greece,2015,female,5-14 years,0,526126,0,Greece2015,NA,195541761243,18927,Generation Z
Greece,2015,male,5-14 years,0,551510,0,Greece2015,NA,195541761243,18927,Generation Z
Grenada,2015,female,15-24 years,0,9880,0,Grenada2015,NA,997007926,10290,Millenials
Grenada,2015,female,25-34 years,0,10127,0,Grenada2015,NA,997007926,10290,Millenials
Grenada,2015,female,35-54 years,0,11086,0,Grenada2015,NA,997007926,10290,Generation X
Grenada,2015,female,5-14 years,0,8948,0,Grenada2015,NA,997007926,10290,Generation Z
Grenada,2015,female,55-74 years,0,6146,0,Grenada2015,NA,997007926,10290,Boomers
Grenada,2015,female,75+ years,0,2210,0,Grenada2015,NA,997007926,10290,Silent
Grenada,2015,male,15-24 years,0,10167,0,Grenada2015,NA,997007926,10290,Millenials
Grenada,2015,male,25-34 years,0,10597,0,Grenada2015,NA,997007926,10290,Millenials
Grenada,2015,male,35-54 years,0,11536,0,Grenada2015,NA,997007926,10290,Generation X
Grenada,2015,male,5-14 years,0,9409,0,Grenada2015,NA,997007926,10290,Generation Z
Grenada,2015,male,55-74 years,0,5483,0,Grenada2015,NA,997007926,10290,Boomers
Grenada,2015,male,75+ years,0,1303,0,Grenada2015,NA,997007926,10290,Silent
Guatemala,2015,male,15-24 years,125,1753669,7.13,Guatemala2015,NA,63767597194,4472,Millenials
Guatemala,2015,male,25-34 years,86,1267501,6.79,Guatemala2015,NA,63767597194,4472,Millenials
Guatemala,2015,male,35-54 years,87,1295156,6.72,Guatemala2015,NA,63767597194,4472,Generation X
Guatemala,2015,male,75+ years,9,134357,6.7,Guatemala2015,NA,63767597194,4472,Silent
Guatemala,2015,male,55-74 years,32,537002,5.96,Guatemala2015,NA,63767597194,4472,Boomers
Guatemala,2015,female,15-24 years,83,1711787,4.85,Guatemala2015,NA,63767597194,4472,Millenials
Guatemala,2015,female,75+ years,3,167861,1.79,Guatemala2015,NA,63767597194,4472,Silent
Guatemala,2015,female,25-34 years,19,1313068,1.45,Guatemala2015,NA,63767597194,4472,Millenials
Guatemala,2015,female,35-54 years,20,1530419,1.31,Guatemala2015,NA,63767597194,4472,Generation X
Guatemala,2015,female,55-74 years,6,653079,0.92,Guatemala2015,NA,63767597194,4472,Boomers
Guatemala,2015,female,5-14 years,13,1906150,0.68,Guatemala2015,NA,63767597194,4472,Generation Z
Guatemala,2015,male,5-14 years,11,1988348,0.55,Guatemala2015,NA,63767597194,4472,Generation Z
Hungary,2015,male,75+ years,221,241730,91.42,Hungary2015,NA,122879042002,13087,Silent
Hungary,2015,male,55-74 years,496,1065443,46.55,Hungary2015,NA,122879042002,13087,Boomers
Hungary,2015,male,35-54 years,472,1432703,32.94,Hungary2015,NA,122879042002,13087,Generation X
Hungary,2015,female,75+ years,123,514721,23.9,Hungary2015,NA,122879042002,13087,Silent
Hungary,2015,male,25-34 years,129,637775,20.23,Hungary2015,NA,122879042002,13087,Millenials
Hungary,2015,female,55-74 years,181,1350675,13.4,Hungary2015,NA,122879042002,13087,Boomers
Hungary,2015,male,15-24 years,69,582471,11.85,Hungary2015,NA,122879042002,13087,Millenials
Hungary,2015,female,35-54 years,132,1429644,9.23,Hungary2015,NA,122879042002,13087,Generation X
Hungary,2015,female,25-34 years,27,610907,4.42,Hungary2015,NA,122879042002,13087,Millenials
Hungary,2015,female,15-24 years,15,551149,2.72,Hungary2015,NA,122879042002,13087,Millenials
Hungary,2015,male,5-14 years,2,499016,0.4,Hungary2015,NA,122879042002,13087,Generation Z
