country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
Brazil,2014,male,15-24 years,1358,17606681,7.71,Brazil2014,0.755,2455993625159,12975,Millenials
Brazil,2014,female,35-54 years,871,27971096,3.11,Brazil2014,0.755,2455993625159,12975,Generation X
Brazil,2014,female,55-74 years,389,14550395,2.67,Brazil2014,0.755,2455993625159,12975,Boomers
Brazil,2014,female,25-34 years,457,17539955,2.61,Brazil2014,0.755,2455993625159,12975,Millenials
Brazil,2014,female,75+ years,83,3634999,2.28,Brazil2014,0.755,2455993625159,12975,Silent
Brazil,2014,female,15-24 years,371,17094729,2.17,Brazil2014,0.755,2455993625159,12975,Millenials
Brazil,2014,male,5-14 years,84,16299015,0.52,Brazil2014,0.755,2455993625159,12975,Generation Z
Brazil,2014,female,5-14 years,62,15670559,0.4,Brazil2014,0.755,2455993625159,12975,Generation Z
Bulgaria,2014,male,75+ years,120,227129,52.83,Bulgaria2014,0.782,56731990232,8241,Silent
Bulgaria,2014,male,55-74 years,194,833666,23.27,Bulgaria2014,0.782,56731990232,8241,Boomers
Bulgaria,2014,female,75+ years,67,382347,17.52,Bulgaria2014,0.782,56731990232,8241,Silent
Bulgaria,2014,male,35-54 years,156,1052572,14.82,Bulgaria2014,0.782,56731990232,8241,Generation X
Bulgaria,2014,male,25-34 years,47,508827,9.24,Bulgaria2014,0.782,56731990232,8241,Millenials
Bulgaria,2014,male,15-24 years,33,378681,8.71,Bulgaria2014,0.782,56731990232,8241,Millenials
Bulgaria,2014,female,55-74 years,54,1005439,5.37,Bulgaria2014,0.782,56731990232,8241,Boomers
Bulgaria,2014,female,35-54 years,33,1009528,3.27,Bulgaria2014,0.782,56731990232,8241,Generation X
Bulgaria,2014,female,25-34 years,13,472176,2.75,Bulgaria2014,0.782,56731990232,8241,Millenials
Bulgaria,2014,female,15-24 years,5,356406,1.4,Bulgaria2014,0.782,56731990232,8241,Millenials
Bulgaria,2014,male,5-14 years,2,337969,0.59,Bulgaria2014,0.782,56731990232,8241,Generation Z
Bulgaria,2014,female,5-14 years,0,319134,0,Bulgaria2014,0.782,56731990232,8241,Generation Z
Chile,2014,male,75+ years,92,273608,33.62,Chile2014,0.832,260584090571,15883,Silent
Chile,2014,male,55-74 years,308,1345116,22.9,Chile2014,0.832,260584090571,15883,Boomers
Chile,2014,male,35-54 years,536,2408469,22.25,Chile2014,0.832,260584090571,15883,Generation X
Chile,2014,male,25-34 years,289,1384843,20.87,Chile2014,0.832,260584090571,15883,Millenials
Chile,2014,male,15-24 years,238,1413924,16.83,Chile2014,0.832,260584090571,15883,Millenials
Chile,2014,female,35-54 years,127,2417192,5.25,Chile2014,0.832,260584090571,15883,Generation X
Chile,2014,female,25-34 years,60,1340788,4.47,Chile2014,0.832,260584090571,15883,Millenials
Chile,2014,female,15-24 years,58,1357865,4.27,Chile2014,0.832,260584090571,15883,Millenials
Chile,2014,female,55-74 years,52,1494867,3.48,Chile2014,0.832,260584090571,15883,Boomers
Chile,2014,female,75+ years,8,455627,1.76,Chile2014,0.832,260584090571,15883,Silent
Chile,2014,male,5-14 years,12,1280751,0.94,Chile2014,0.832,260584090571,15883,Generation Z
Chile,2014,female,5-14 years,9,1233817,0.73,Chile2014,0.832,260584090571,15883,Generation Z
Colombia,2014,male,75+ years,83,486197,17.07,Colombia2014,0.72,378195716714,8591,Silent
Colombia,2014,male,15-24 years,480,4216293,11.38,Colombia2014,0.72,378195716714,8591,Millenials
Colombia,2014,male,55-74 years,283,2795271,10.12,Colombia2014,0.72,378195716714,8591,Boomers
Colombia,2014,male,25-34 years,395,3965410,9.96,Colombia2014,0.72,378195716714,8591,Millenials
Colombia,2014,male,35-54 years,477,6046987,7.89,Colombia2014,0.72,378195716714,8591,Generation X
Colombia,2014,female,15-24 years,132,4092325,3.23,Colombia2014,0.72,378195716714,8591,Millenials
Colombia,2014,female,25-34 years,82,4007103,2.05,Colombia2014,0.72,378195716714,8591,Millenials
Colombia,2014,female,55-74 years,43,3219142,1.34,Colombia2014,0.72,378195716714,8591,Boomers
Colombia,2014,female,35-54 years,82,6467724,1.27,Colombia2014,0.72,378195716714,8591,Generation X
Colombia,2014,male,5-14 years,37,4100740,0.9,Colombia2014,0.72,378195716714,8591,Generation Z
Colombia,2014,female,75+ years,5,690028,0.72,Colombia2014,0.72,378195716714,8591,Silent
Colombia,2014,female,5-14 years,27,3934580,0.69,Colombia2014,0.72,378195716714,8591,Generation Z
Costa Rica,2014,male,55-74 years,46,323941,14.2,Costa Rica2014,0.766,50577769838,11485,Boomers
Costa Rica,2014,male,35-54 years,76,616724,12.32,Costa Rica2014,0.766,50577769838,11485,Generation X
Costa Rica,2014,male,25-34 years,49,401836,12.19,Costa Rica2014,0.766,50577769838,11485,Millenials
Costa Rica,2014,male,15-24 years,43,416344,10.33,Costa Rica2014,0.766,50577769838,11485,Millenials
Costa Rica,2014,male,75+ years,6,69706,8.61,Costa Rica2014,0.766,50577769838,11485,Silent
Costa Rica,2014,female,25-34 years,12,392153,3.06,Costa Rica2014,0.766,50577769838,11485,Millenials
Costa Rica,2014,female,15-24 years,12,400170,3,Costa Rica2014,0.766,50577769838,11485,Millenials
Costa Rica,2014,female,75+ years,2,88574,2.26,Costa Rica2014,0.766,50577769838,11485,Silent
Costa Rica,2014,female,35-54 years,11,627502,1.75,Costa Rica2014,0.766,50577769838,11485,Generation X
Costa Rica,2014,female,55-74 years,5,340748,1.47,Costa Rica2014,0.766,50577769838,11485,Boomers
Costa Rica,2014,female,5-14 years,3,354701,0.85,Costa Rica2014,0.766,50577769838,11485,Generation Z
Costa Rica,2014,male,5-14 years,3,371275,0.81,Costa Rica2014,0.766,50577769838,11485,Generation Z
Croatia,2014,male,75+ years,97,129205,75.07,Croatia2014,0.818,57629518806,14299,Silent
Croatia,2014,male,55-74 years,193,473836,40.73,Croatia2014,0.818,57629518806,14299,Boomers
Croatia,2014,male,35-54 years,167,582938,28.65,Croatia2014,0.818,57629518806,14299,Generation X
Croatia,2014,female,75+ years,42,240853,17.44,Croatia2014,0.818,57629518806,14299,Silent
Croatia,2014,male,15-24 years,37,251460,14.71,Croatia2014,0.818,57629518806,14299,Millenials
Croatia,2014,male,25-34 years,42,287190,14.62,Croatia2014,0.818,57629518806,14299,Millenials
Croatia,2014,female,55-74 years,71,547211,12.97,Croatia2014,0.818,57629518806,14299,Boomers
Croatia,2014,female,35-54 years,49,583896,8.39,Croatia2014,0.818,57629518806,14299,Generation X
Croatia,2014,female,15-24 years,12,240071,5,Croatia2014,0.818,57629518806,14299,Millenials
Croatia,2014,female,25-34 years,11,277195,3.97,Croatia2014,0.818,57629518806,14299,Millenials
Croatia,2014,female,5-14 years,1,202723,0.49,Croatia2014,0.818,57629518806,14299,Generation Z
Croatia,2014,male,5-14 years,0,213874,0,Croatia2014,0.818,57629518806,14299,Generation Z
Cuba,2014,male,75+ years,221,303110,72.91,Cuba2014,0.769,80656100000,7459,Silent
Cuba,2014,male,55-74 years,348,1034381,33.64,Cuba2014,0.769,80656100000,7459,Boomers
Cuba,2014,male,35-54 years,409,1899900,21.53,Cuba2014,0.769,80656100000,7459,Generation X
Cuba,2014,female,75+ years,51,388520,13.13,Cuba2014,0.769,80656100000,7459,Silent
Cuba,2014,male,25-34 years,97,758006,12.8,Cuba2014,0.769,80656100000,7459,Millenials
Cuba,2014,female,55-74 years,116,1074729,10.79,Cuba2014,0.769,80656100000,7459,Boomers
Cuba,2014,male,15-24 years,62,761440,8.14,Cuba2014,0.769,80656100000,7459,Millenials
Cuba,2014,female,35-54 years,107,1891607,5.66,Cuba2014,0.769,80656100000,7459,Generation X
Cuba,2014,female,15-24 years,19,711945,2.67,Cuba2014,0.769,80656100000,7459,Millenials
Cuba,2014,female,25-34 years,12,732841,1.64,Cuba2014,0.769,80656100000,7459,Millenials
Cuba,2014,male,5-14 years,9,646878,1.39,Cuba2014,0.769,80656100000,7459,Generation Z
Cuba,2014,female,5-14 years,2,610054,0.33,Cuba2014,0.769,80656100000,7459,Generation Z
Cyprus,2014,male,35-54 years,13,107823,12.06,Cyprus2014,0.85,23359294149,29024,Generation X
Cyprus,2014,male,25-34 years,8,68555,11.67,Cyprus2014,0.85,23359294149,29024,Millenials
Cyprus,2014,male,55-74 years,7,82766,8.46,Cyprus2014,0.85,23359294149,29024,Boomers
Cyprus,2014,female,55-74 years,5,87152,5.74,Cyprus2014,0.85,23359294149,29024,Boomers
Cyprus,2014,female,25-34 years,4,72330,5.53,Cyprus2014,0.85,23359294149,29024,Millenials
Cyprus,2014,female,15-24 years,3,59114,5.07,Cyprus2014,0.85,23359294149,29024,Millenials
Cyprus,2014,male,75+ years,1,22372,4.47,Cyprus2014,0.85,23359294149,29024,Silent
Cyprus,2014,male,15-24 years,2,60975,3.28,Cyprus2014,0.85,23359294149,29024,Millenials
Cyprus,2014,female,35-54 years,1,122485,0.82,Cyprus2014,0.85,23359294149,29024,Generation X
Cyprus,2014,female,5-14 years,0,44760,0,Cyprus2014,0.85,23359294149,29024,Generation Z
Cyprus,2014,female,75+ years,0,29382,0,Cyprus2014,0.85,23359294149,29024,Silent
Cyprus,2014,male,5-14 years,0,47104,0,Cyprus2014,0.85,23359294149,29024,Generation Z
Czech Republic,2014,male,75+ years,123,257383,47.79,Czech Republic2014,0.87,207818330724,20859,Silent
Czech Republic,2014,male,55-74 years,364,1197687,30.39,Czech Republic2014,0.87,207818330724,20859,Boomers
Czech Republic,2014,male,35-54 years,467,1580637,29.55,Czech Republic2014,0.87,207818330724,20859,Generation X
Czech Republic,2014,male,25-34 years,157,752372,20.87,Czech Republic2014,0.87,207818330724,20859,Millenials
Czech Republic,2014,male,15-24 years,84,565782,14.85,Czech Republic2014,0.87,207818330724,20859,Millenials
Czech Republic,2014,female,75+ years,54,464061,11.64,Czech Republic2014,0.87,207818330724,20859,Silent
Czech Republic,2014,female,55-74 years,107,1356408,7.89,Czech Republic2014,0.87,207818330724,20859,Boomers
Czech Republic,2014,female,35-54 years,94,1509758,6.23,Czech Republic2014,0.87,207818330724,20859,Generation X
Czech Republic,2014,female,25-34 years,26,711374,3.65,Czech Republic2014,0.87,207818330724,20859,Millenials
Czech Republic,2014,female,15-24 years,11,540106,2.04,Czech Republic2014,0.87,207818330724,20859,Millenials
Czech Republic,2014,female,5-14 years,1,500027,0.2,Czech Republic2014,0.87,207818330724,20859,Generation Z
Czech Republic,2014,male,5-14 years,1,527532,0.19,Czech Republic2014,0.87,207818330724,20859,Generation Z
Denmark,2014,male,75+ years,61,172150,35.43,Denmark2014,0.923,352993633221,66114,Silent
Denmark,2014,male,55-74 years,155,645001,24.03,Denmark2014,0.923,352993633221,66114,Boomers
Denmark,2014,male,35-54 years,178,784300,22.7,Denmark2014,0.923,352993633221,66114,Generation X
Denmark,2014,female,75+ years,36,248889,14.46,Denmark2014,0.923,352993633221,66114,Silent
Denmark,2014,male,25-34 years,43,333712,12.89,Denmark2014,0.923,352993633221,66114,Millenials
Denmark,2014,male,15-24 years,31,370570,8.37,Denmark2014,0.923,352993633221,66114,Millenials
Denmark,2014,female,35-54 years,59,774379,7.62,Denmark2014,0.923,352993633221,66114,Generation X
Denmark,2014,female,55-74 years,50,666386,7.5,Denmark2014,0.923,352993633221,66114,Boomers
Denmark,2014,female,25-34 years,7,325866,2.15,Denmark2014,0.923,352993633221,66114,Millenials
Denmark,2014,female,15-24 years,7,354099,1.98,Denmark2014,0.923,352993633221,66114,Millenials
Denmark,2014,female,5-14 years,1,323749,0.31,Denmark2014,0.923,352993633221,66114,Generation Z
Denmark,2014,male,5-14 years,1,340065,0.29,Denmark2014,0.923,352993633221,66114,Generation Z
Ecuador,2014,male,75+ years,25,184452,13.55,Ecuador2014,0.732,101726331000,7116,Silent
Ecuador,2014,male,15-24 years,164,1484064,11.05,Ecuador2014,0.732,101726331000,7116,Millenials
Ecuador,2014,male,25-34 years,123,1271545,9.67,Ecuador2014,0.732,101726331000,7116,Millenials
Ecuador,2014,male,55-74 years,74,834436,8.87,Ecuador2014,0.732,101726331000,7116,Boomers
Ecuador,2014,male,35-54 years,153,1794205,8.53,Ecuador2014,0.732,101726331000,7116,Generation X
Ecuador,2014,female,15-24 years,77,1440731,5.34,Ecuador2014,0.732,101726331000,7116,Millenials
Ecuador,2014,female,25-34 years,33,1262288,2.61,Ecuador2014,0.732,101726331000,7116,Millenials
Ecuador,2014,male,5-14 years,28,1560323,1.79,Ecuador2014,0.732,101726331000,7116,Generation Z
Ecuador,2014,female,55-74 years,16,897482,1.78,Ecuador2014,0.732,101726331000,7116,Boomers
Ecuador,2014,female,5-14 years,18,1497410,1.2,Ecuador2014,0.732,101726331000,7116,Generation Z
Ecuador,2014,female,35-54 years,22,1836144,1.2,Ecuador2014,0.732,101726331000,7116,Generation X
Ecuador,2014,female,75+ years,1,232065,0.43,Ecuador2014,0.732,101726331000,7116,Silent
El Salvador,2014,male,75+ years,19,87989,21.59,El Salvador2014,0.666,22585841200,3965,Silent
El Salvador,2014,male,25-34 years,77,415163,18.55,El Salvador2014,0.666,22585841200,3965,Millenials
El Salvador,2014,male,35-54 years,85,586412,14.49,El Salvador2014,0.666,22585841200,3965,Generation X
El Salvador,2014,male,55-74 years,44,308802,14.25,El Salvador2014,0.666,22585841200,3965,Boomers
El Salvador,2014,male,15-24 years,51,635499,8.03,El Salvador2014,0.666,22585841200,3965,Millenials
El Salvador,2014,female,75+ years,9,114804,7.84,El Salvador2014,0.666,22585841200,3965,Silent
El Salvador,2014,female,15-24 years,33,653215,5.05,El Salvador2014,0.666,22585841200,3965,Millenials
El Salvador,2014,female,25-34 years,24,501438,4.79,El Salvador2014,0.666,22585841200,3965,Millenials
El Salvador,2014,female,35-54 years,27,758979,3.56,El Salvador2014,0.666,22585841200,3965,Generation X
El Salvador,2014,female,55-74 years,11,407576,2.7,El Salvador2014,0.666,22585841200,3965,Boomers
El Salvador,2014,female,5-14 years,4,601023,0.67,El Salvador2014,0.666,22585841200,3965,Generation Z
El Salvador,2014,male,5-14 years,2,625429,0.32,El Salvador2014,0.666,22585841200,3965,Generation Z
Estonia,2014,male,75+ years,26,33259,78.17,Estonia2014,0.861,26224622451,21117,Silent
Estonia,2014,male,55-74 years,50,124940,40.02,Estonia2014,0.861,26224622451,21117,Boomers
Estonia,2014,male,25-34 years,39,97957,39.81,Estonia2014,0.861,26224622451,21117,Millenials
Estonia,2014,male,35-54 years,57,177676,32.08,Estonia2014,0.861,26224622451,21117,Generation X
Estonia,2014,male,15-24 years,19,73521,25.84,Estonia2014,0.861,26224622451,21117,Millenials
Estonia,2014,female,75+ years,13,84886,15.31,Estonia2014,0.861,26224622451,21117,Silent
Estonia,2014,female,35-54 years,16,180093,8.88,Estonia2014,0.861,26224622451,21117,Generation X
Estonia,2014,female,25-34 years,8,92159,8.68,Estonia2014,0.861,26224622451,21117,Millenials
Estonia,2014,female,55-74 years,10,172116,5.81,Estonia2014,0.861,26224622451,21117,Boomers
