country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
Armenia,2013,male,25-34 years,9,250487,3.59,Armenia2013,0.731,11121465767,3957,Millenials
Armenia,2013,male,35-54 years,13,370440,3.51,Armenia2013,0.731,11121465767,3957,Generation X
Armenia,2013,female,35-54 years,6,423841,1.42,Armenia2013,0.731,11121465767,3957,Generation X
Armenia,2013,male,15-24 years,2,243687,0.82,Armenia2013,0.731,11121465767,3957,Millenials
Armenia,2013,male,5-14 years,1,193754,0.52,Armenia2013,0.731,11121465767,3957,Generation Z
Armenia,2013,female,15-24 years,1,242386,0.41,Armenia2013,0.731,11121465767,3957,Millenials
Armenia,2013,female,25-34 years,0,265616,0,Armenia2013,0.731,11121465767,3957,Millenials
Armenia,2013,female,5-14 years,0,168091,0,Armenia2013,0.731,11121465767,3957,Generation Z
Australia,2013,male,75+ years,160,627275,25.51,Australia2013,0.933,1573696522007,72856,Silent
Australia,2013,male,35-54 years,754,3118829,24.18,Australia2013,0.933,1573696522007,72856,Generation X
Australia,2013,male,25-34 years,329,1702401,19.33,Australia2013,0.933,1573696522007,72856,Millenials
Australia,2013,male,55-74 years,418,2221866,18.81,Australia2013,0.933,1573696522007,72856,Boomers
Australia,2013,male,15-24 years,267,1591539,16.78,Australia2013,0.933,1573696522007,72856,Millenials
Australia,2013,female,35-54 years,275,3171477,8.67,Australia2013,0.933,1573696522007,72856,Generation X
Australia,2013,female,55-74 years,145,2276104,6.37,Australia2013,0.933,1573696522007,72856,Boomers
Australia,2013,female,15-24 years,95,1512779,6.28,Australia2013,0.933,1573696522007,72856,Millenials
Australia,2013,female,25-34 years,95,1676648,5.67,Australia2013,0.933,1573696522007,72856,Millenials
Australia,2013,female,75+ years,48,847577,5.66,Australia2013,0.933,1573696522007,72856,Silent
Australia,2013,male,5-14 years,16,1464302,1.09,Australia2013,0.933,1573696522007,72856,Generation Z
Australia,2013,female,5-14 years,6,1389383,0.43,Australia2013,0.933,1573696522007,72856,Generation Z
Austria,2013,male,75+ years,221,255540,86.48,Austria2013,0.884,430068712972,53229,Silent
Austria,2013,male,55-74 years,299,893602,33.46,Austria2013,0.884,430068712972,53229,Boomers
Austria,2013,male,35-54 years,317,1282009,24.73,Austria2013,0.884,430068712972,53229,Generation X
Austria,2013,female,75+ years,64,431074,14.85,Austria2013,0.884,430068712972,53229,Silent
Austria,2013,male,25-34 years,75,563630,13.31,Austria2013,0.884,430068712972,53229,Millenials
Austria,2013,female,55-74 years,118,981829,12.02,Austria2013,0.884,430068712972,53229,Boomers
Austria,2013,male,15-24 years,54,518852,10.41,Austria2013,0.884,430068712972,53229,Millenials
Austria,2013,female,35-54 years,94,1279480,7.35,Austria2013,0.884,430068712972,53229,Generation X
Austria,2013,female,25-34 years,25,556475,4.49,Austria2013,0.884,430068712972,53229,Millenials
Austria,2013,female,15-24 years,20,496526,4.03,Austria2013,0.884,430068712972,53229,Millenials
Austria,2013,female,5-14 years,3,400256,0.75,Austria2013,0.884,430068712972,53229,Generation Z
Austria,2013,male,5-14 years,1,420342,0.24,Austria2013,0.884,430068712972,53229,Generation Z
Bahamas,2013,male,55-74 years,2,24298,8.23,Bahamas2013,0.786,10627600000,30455,Boomers
Bahamas,2013,male,35-54 years,2,51912,3.85,Bahamas2013,0.786,10627600000,30455,Generation X
Bahamas,2013,female,35-54 years,1,54567,1.83,Bahamas2013,0.786,10627600000,30455,Generation X
Bahamas,2013,female,15-24 years,0,32613,0,Bahamas2013,0.786,10627600000,30455,Millenials
Bahamas,2013,female,25-34 years,0,30751,0,Bahamas2013,0.786,10627600000,30455,Millenials
Bahamas,2013,female,5-14 years,0,25435,0,Bahamas2013,0.786,10627600000,30455,Generation Z
Bahamas,2013,female,55-74 years,0,28689,0,Bahamas2013,0.786,10627600000,30455,Boomers
Bahamas,2013,female,75+ years,0,6828,0,Bahamas2013,0.786,10627600000,30455,Silent
Bahamas,2013,male,15-24 years,0,32971,0,Bahamas2013,0.786,10627600000,30455,Millenials
Bahamas,2013,male,25-34 years,0,30545,0,Bahamas2013,0.786,10627600000,30455,Millenials
Bahamas,2013,male,5-14 years,0,26496,0,Bahamas2013,0.786,10627600000,30455,Generation Z
Bahamas,2013,male,75+ years,0,3854,0,Bahamas2013,0.786,10627600000,30455,Silent
Bahrain,2013,male,15-24 years,1,110064,0.91,Bahrain2013,0.821,32539547872,26793,Millenials
Bahrain,2013,male,25-34 years,2,237632,0.84,Bahrain2013,0.821,32539547872,26793,Millenials
Bahrain,2013,male,35-54 years,2,269162,0.74,Bahrain2013,0.821,32539547872,26793,Generation X
Bahrain,2013,female,15-24 years,0,80476,0,Bahrain2013,0.821,32539547872,26793,Millenials
Bahrain,2013,female,25-34 years,0,112513,0,Bahrain2013,0.821,32539547872,26793,Millenials
Bahrain,2013,female,35-54 years,0,139352,0,Bahrain2013,0.821,32539547872,26793,Generation X
Bahrain,2013,female,5-14 years,0,82726,0,Bahrain2013,0.821,32539547872,26793,Generation Z
Bahrain,2013,female,55-74 years,0,33780,0,Bahrain2013,0.821,32539547872,26793,Boomers
Bahrain,2013,female,75+ years,0,4859,0,Bahrain2013,0.821,32539547872,26793,Silent
Bahrain,2013,male,5-14 years,0,86269,0,Bahrain2013,0.821,32539547872,26793,Generation Z
Bahrain,2013,male,55-74 years,0,53308,0,Bahrain2013,0.821,32539547872,26793,Boomers
Bahrain,2013,male,75+ years,0,4351,0,Bahrain2013,0.821,32539547872,26793,Silent
Barbados,2013,female,15-24 years,0,18473,0,Barbados2013,0.785,4612500000,17395,Millenials
Barbados,2013,female,25-34 years,0,19336,0,Barbados2013,0.785,4612500000,17395,Millenials
Barbados,2013,female,35-54 years,0,42518,0,Barbados2013,0.785,4612500000,17395,Generation X
Barbados,2013,female,5-14 years,0,18384,0,Barbados2013,0.785,4612500000,17395,Generation Z
Barbados,2013,female,55-74 years,0,29474,0,Barbados2013,0.785,4612500000,17395,Boomers
Barbados,2013,female,75+ years,0,10306,0,Barbados2013,0.785,4612500000,17395,Silent
Barbados,2013,male,15-24 years,0,18497,0,Barbados2013,0.785,4612500000,17395,Millenials
Barbados,2013,male,25-34 years,0,18365,0,Barbados2013,0.785,4612500000,17395,Millenials
Barbados,2013,male,35-54 years,0,38728,0,Barbados2013,0.785,4612500000,17395,Generation X
Barbados,2013,male,5-14 years,0,19376,0,Barbados2013,0.785,4612500000,17395,Generation Z
Barbados,2013,male,55-74 years,0,25209,0,Barbados2013,0.785,4612500000,17395,Boomers
Barbados,2013,male,75+ years,0,6499,0,Barbados2013,0.785,4612500000,17395,Silent
Belarus,2013,male,75+ years,125,169369,73.8,Belarus2013,0.796,75527984234,8477,Silent
Belarus,2013,male,55-74 years,376,786132,47.83,Belarus2013,0.796,75527984234,8477,Boomers
Belarus,2013,male,35-54 years,609,1316641,46.25,Belarus2013,0.796,75527984234,8477,Generation X
Belarus,2013,male,25-34 years,308,759582,40.55,Belarus2013,0.796,75527984234,8477,Millenials
Belarus,2013,male,15-24 years,145,609560,23.79,Belarus2013,0.796,75527984234,8477,Millenials
Belarus,2013,female,75+ years,65,464748,13.99,Belarus2013,0.796,75527984234,8477,Silent
Belarus,2013,female,35-54 years,111,1438609,7.72,Belarus2013,0.796,75527984234,8477,Generation X
Belarus,2013,female,55-74 years,87,1130796,7.69,Belarus2013,0.796,75527984234,8477,Boomers
Belarus,2013,female,25-34 years,45,739769,6.08,Belarus2013,0.796,75527984234,8477,Millenials
Belarus,2013,female,15-24 years,25,576270,4.34,Belarus2013,0.796,75527984234,8477,Millenials
Belarus,2013,male,5-14 years,5,471922,1.06,Belarus2013,0.796,75527984234,8477,Generation Z
Belarus,2013,female,5-14 years,1,446842,0.22,Belarus2013,0.796,75527984234,8477,Generation Z
Belgium,2013,male,75+ years,183,378864,48.3,Belgium2013,0.888,520925468953,49489,Silent
Belgium,2013,male,35-54 years,570,1582723,36.01,Belgium2013,0.888,520925468953,49489,Generation X
Belgium,2013,male,55-74 years,357,1155511,30.9,Belgium2013,0.888,520925468953,49489,Boomers
Belgium,2013,male,25-34 years,159,728918,21.81,Belgium2013,0.888,520925468953,49489,Millenials
Belgium,2013,female,35-54 years,215,1546111,13.91,Belgium2013,0.888,520925468953,49489,Generation X
Belgium,2013,female,55-74 years,168,1221439,13.75,Belgium2013,0.888,520925468953,49489,Boomers
Belgium,2013,male,15-24 years,91,679018,13.4,Belgium2013,0.888,520925468953,49489,Millenials
Belgium,2013,female,75+ years,73,605856,12.05,Belgium2013,0.888,520925468953,49489,Silent
Belgium,2013,female,25-34 years,47,721787,6.51,Belgium2013,0.888,520925468953,49489,Millenials
Belgium,2013,female,15-24 years,27,656675,4.11,Belgium2013,0.888,520925468953,49489,Millenials
Belgium,2013,male,5-14 years,3,638399,0.47,Belgium2013,0.888,520925468953,49489,Generation Z
Belgium,2013,female,5-14 years,2,610848,0.33,Belgium2013,0.888,520925468953,49489,Generation Z
Belize,2013,male,35-54 years,7,35782,19.56,Belize2013,0.715,1612573850,5272,Generation X
Belize,2013,male,25-34 years,4,26847,14.9,Belize2013,0.715,1612573850,5272,Millenials
Belize,2013,male,15-24 years,4,35340,11.32,Belize2013,0.715,1612573850,5272,Millenials
Belize,2013,male,55-74 years,1,12803,7.81,Belize2013,0.715,1612573850,5272,Boomers
Belize,2013,female,15-24 years,1,35551,2.81,Belize2013,0.715,1612573850,5272,Millenials
Belize,2013,female,25-34 years,0,28278,0,Belize2013,0.715,1612573850,5272,Millenials
Belize,2013,female,35-54 years,0,36553,0,Belize2013,0.715,1612573850,5272,Generation X
Belize,2013,female,5-14 years,0,38558,0,Belize2013,0.715,1612573850,5272,Generation Z
Belize,2013,female,55-74 years,0,12179,0,Belize2013,0.715,1612573850,5272,Boomers
Belize,2013,female,75+ years,0,2451,0,Belize2013,0.715,1612573850,5272,Silent
Belize,2013,male,5-14 years,0,39211,0,Belize2013,0.715,1612573850,5272,Generation Z
Belize,2013,male,75+ years,0,2335,0,Belize2013,0.715,1612573850,5272,Silent
Brazil,2013,male,75+ years,370,2240434,16.51,Brazil2013,0.752,2472806919902,13191,Silent
Brazil,2013,male,55-74 years,1474,12036068,12.25,Brazil2013,0.752,2472806919902,13191,Boomers
Brazil,2013,male,35-54 years,3053,25965164,11.76,Brazil2013,0.752,2472806919902,13191,Generation X
Brazil,2013,male,25-34 years,2004,17534209,11.43,Brazil2013,0.752,2472806919902,13191,Millenials
Brazil,2013,male,15-24 years,1317,17627508,7.47,Brazil2013,0.752,2472806919902,13191,Millenials
Brazil,2013,female,35-54 years,897,27475364,3.26,Brazil2013,0.752,2472806919902,13191,Generation X
Brazil,2013,female,55-74 years,433,14022927,3.09,Brazil2013,0.752,2472806919902,13191,Boomers
Brazil,2013,female,75+ years,88,3462431,2.54,Brazil2013,0.752,2472806919902,13191,Silent
Brazil,2013,female,25-34 years,393,17492228,2.25,Brazil2013,0.752,2472806919902,13191,Millenials
Brazil,2013,female,15-24 years,362,17123318,2.11,Brazil2013,0.752,2472806919902,13191,Millenials
Brazil,2013,male,5-14 years,72,16555477,0.43,Brazil2013,0.752,2472806919902,13191,Generation Z
Brazil,2013,female,5-14 years,50,15923724,0.31,Brazil2013,0.752,2472806919902,13191,Generation Z
Bulgaria,2013,male,75+ years,113,228209,49.52,Bulgaria2013,0.779,55758754072,8057,Silent
Bulgaria,2013,male,55-74 years,207,831118,24.91,Bulgaria2013,0.779,55758754072,8057,Boomers
Bulgaria,2013,male,35-54 years,164,1052928,15.58,Bulgaria2013,0.779,55758754072,8057,Generation X
Bulgaria,2013,female,75+ years,47,380633,12.35,Bulgaria2013,0.779,55758754072,8057,Silent
Bulgaria,2013,male,25-34 years,56,514523,10.88,Bulgaria2013,0.779,55758754072,8057,Millenials
Bulgaria,2013,male,15-24 years,32,397784,8.04,Bulgaria2013,0.779,55758754072,8057,Millenials
Bulgaria,2013,female,55-74 years,41,1002925,4.09,Bulgaria2013,0.779,55758754072,8057,Boomers
Bulgaria,2013,female,35-54 years,41,1012070,4.05,Bulgaria2013,0.779,55758754072,8057,Generation X
Bulgaria,2013,female,25-34 years,12,477076,2.52,Bulgaria2013,0.779,55758754072,8057,Millenials
Bulgaria,2013,female,15-24 years,6,374785,1.6,Bulgaria2013,0.779,55758754072,8057,Millenials
Bulgaria,2013,female,5-14 years,1,315034,0.32,Bulgaria2013,0.779,55758754072,8057,Generation Z
Bulgaria,2013,male,5-14 years,1,333559,0.3,Bulgaria2013,0.779,55758754072,8057,Generation Z
Canada,2013,male,35-54 years,1244,5032714,24.72,Canada2013,0.912,1842628005830,55310,Generation X
Canada,2013,male,75+ years,231,991048,23.31,Canada2013,0.912,1842628005830,55310,Silent
Canada,2013,male,55-74 years,812,3724622,21.8,Canada2013,0.912,1842628005830,55310,Boomers
Canada,2013,male,25-34 years,439,2456335,17.87,Canada2013,0.912,1842628005830,55310,Millenials
Canada,2013,male,15-24 years,300,2362807,12.7,Canada2013,0.912,1842628005830,55310,Millenials
Canada,2013,female,35-54 years,400,5003771,7.99,Canada2013,0.912,1842628005830,55310,Generation X
Canada,2013,female,55-74 years,255,3887315,6.56,Canada2013,0.912,1842628005830,55310,Boomers
Canada,2013,female,15-24 years,138,2261173,6.1,Canada2013,0.912,1842628005830,55310,Millenials
Canada,2013,female,25-34 years,135,2433660,5.55,Canada2013,0.912,1842628005830,55310,Millenials
Canada,2013,female,75+ years,65,1410630,4.61,Canada2013,0.912,1842628005830,55310,Silent
Canada,2013,female,5-14 years,20,1823010,1.1,Canada2013,0.912,1842628005830,55310,Generation Z
Canada,2013,male,5-14 years,15,1927751,0.78,Canada2013,0.912,1842628005830,55310,Generation Z
Chile,2013,male,75+ years,82,265665,30.87,Chile2013,0.83,278384332694,17140,Silent
Chile,2013,male,55-74 years,288,1296922,22.21,Chile2013,0.83,278384332694,17140,Boomers
Chile,2013,male,25-34 years,298,1359760,21.92,Chile2013,0.83,278384332694,17140,Millenials
Chile,2013,male,35-54 years,516,2389789,21.59,Chile2013,0.83,278384332694,17140,Generation X
Chile,2013,male,15-24 years,224,1425807,15.71,Chile2013,0.83,278384332694,17140,Millenials
Chile,2013,female,35-54 years,130,2401833,5.41,Chile2013,0.83,278384332694,17140,Generation X
Chile,2013,female,15-24 years,60,1370723,4.38,Chile2013,0.83,278384332694,17140,Millenials
Chile,2013,female,25-34 years,52,1318935,3.94,Chile2013,0.83,278384332694,17140,Millenials
Chile,2013,female,55-74 years,54,1445681,3.74,Chile2013,0.83,278384332694,17140,Boomers
Chile,2013,female,75+ years,14,442189,3.17,Chile2013,0.83,278384332694,17140,Silent
Chile,2013,male,5-14 years,12,1285975,0.93,Chile2013,0.83,278384332694,17140,Generation Z
Chile,2013,female,5-14 years,8,1238965,0.65,Chile2013,0.83,278384332694,17140,Generation Z
Colombia,2013,male,75+ years,69,470105,14.68,Colombia2013,0.718,380191881860,8731,Silent
Colombia,2013,male,15-24 years,450,4235904,10.62,Colombia2013,0.718,380191881860,8731,Millenials
Colombia,2013,male,55-74 years,260,2672132,9.73,Colombia2013,0.718,380191881860,8731,Boomers
Colombia,2013,male,25-34 years,381,3931611,9.69,Colombia2013,0.718,380191881860,8731,Millenials
Colombia,2013,male,35-54 years,462,5947520,7.77,Colombia2013,0.718,380191881860,8731,Generation X
Colombia,2013,female,15-24 years,141,4114036,3.43,Colombia2013,0.718,380191881860,8731,Millenials
Colombia,2013,female,25-34 years,81,3977885,2.04,Colombia2013,0.718,380191881860,8731,Millenials
Colombia,2013,female,35-54 years,101,6365459,1.59,Colombia2013,0.718,380191881860,8731,Generation X
Colombia,2013,female,55-74 years,41,3079952,1.33,Colombia2013,0.718,380191881860,8731,Boomers
Colombia,2013,male,5-14 years,41,4126269,0.99,Colombia2013,0.718,380191881860,8731,Generation Z
Colombia,2013,female,5-14 years,36,3959475,0.91,Colombia2013,0.718,380191881860,8731,Generation Z
Colombia,2013,female,75+ years,5,665950,0.75,Colombia2013,0.718,380191881860,8731,Silent
Costa Rica,2013,male,25-34 years,75,395371,18.97,Costa Rica2013,0.764,49745088112,11443,Millenials
Costa Rica,2013,male,75+ years,12,66659,18,Costa Rica2013,0.764,49745088112,11443,Silent
Costa Rica,2013,male,55-74 years,49,310249,15.79,Costa Rica2013,0.764,49745088112,11443,Boomers
Costa Rica,2013,male,35-54 years,82,607709,13.49,Costa Rica2013,0.764,49745088112,11443,Generation X
Costa Rica,2013,male,15-24 years,48,418437,11.47,Costa Rica2013,0.764,49745088112,11443,Millenials
Costa Rica,2013,female,25-34 years,11,386168,2.85,Costa Rica2013,0.764,49745088112,11443,Millenials
Costa Rica,2013,female,35-54 years,13,618837,2.1,Costa Rica2013,0.764,49745088112,11443,Generation X
Costa Rica,2013,female,15-24 years,8,402392,1.99,Costa Rica2013,0.764,49745088112,11443,Millenials
Costa Rica,2013,male,5-14 years,6,373658,1.61,Costa Rica2013,0.764,49745088112,11443,Generation Z
Costa Rica,2013,female,55-74 years,5,325956,1.53,Costa Rica2013,0.764,49745088112,11443,Boomers
Costa Rica,2013,female,75+ years,1,84743,1.18,Costa Rica2013,0.764,49745088112,11443,Silent
Costa Rica,2013,female,5-14 years,1,357050,0.28,Costa Rica2013,0.764,49745088112,11443,Generation Z
Croatia,2013,male,75+ years,85,126153,67.38,Croatia2013,0.817,58085856019,14362,Silent
Croatia,2013,male,55-74 years,174,469173,37.09,Croatia2013,0.817,58085856019,14362,Boomers
Croatia,2013,male,35-54 years,186,587482,31.66,Croatia2013,0.817,58085856019,14362,Generation X
Croatia,2013,male,25-34 years,59,291832,20.22,Croatia2013,0.817,58085856019,14362,Millenials
Croatia,2013,male,15-24 years,41,254643,16.1,Croatia2013,0.817,58085856019,14362,Millenials
Croatia,2013,female,75+ years,35,237107,14.76,Croatia2013,0.817,58085856019,14362,Silent
Croatia,2013,female,55-74 years,48,544041,8.82,Croatia2013,0.817,58085856019,14362,Boomers
Croatia,2013,female,35-54 years,48,589432,8.14,Croatia2013,0.817,58085856019,14362,Generation X
Croatia,2013,female,25-34 years,9,281138,3.2,Croatia2013,0.817,58085856019,14362,Millenials
Croatia,2013,female,15-24 years,6,243263,2.47,Croatia2013,0.817,58085856019,14362,Millenials
Croatia,2013,male,5-14 years,1,215702,0.46,Croatia2013,0.817,58085856019,14362,Generation Z
Croatia,2013,female,5-14 years,0,204491,0,Croatia2013,0.817,58085856019,14362,Generation Z
Cuba,2013,male,75+ years,216,293384,73.62,Cuba2013,0.768,77148000000,7148,Silent
Cuba,2013,male,55-74 years,401,1014211,39.54,Cuba2013,0.768,77148000000,7148,Boomers
Cuba,2013,male,35-54 years,436,1911139,22.81,Cuba2013,0.768,77148000000,7148,Generation X
Cuba,2013,female,75+ years,49,376280,13.02,Cuba2013,0.768,77148000000,7148,Silent
Cuba,2013,male,25-34 years,96,738010,13.01,Cuba2013,0.768,77148000000,7148,Millenials
Cuba,2013,female,55-74 years,111,1052791,10.54,Cuba2013,0.768,77148000000,7148,Boomers
Cuba,2013,male,15-24 years,47,778739,6.04,Cuba2013,0.768,77148000000,7148,Millenials
Cuba,2013,female,35-54 years,94,1903641,4.94,Cuba2013,0.768,77148000000,7148,Generation X
Cuba,2013,female,25-34 years,20,714544,2.8,Cuba2013,0.768,77148000000,7148,Millenials
Cuba,2013,female,15-24 years,20,729372,2.74,Cuba2013,0.768,77148000000,7148,Millenials
Cuba,2013,male,5-14 years,5,659106,0.76,Cuba2013,0.768,77148000000,7148,Generation Z
Cuba,2013,female,5-14 years,4,621473,0.64,Cuba2013,0.768,77148000000,7148,Generation Z
Cyprus,2013,male,75+ years,3,21349,14.05,Cyprus2013,0.85,24084572491,29624,Silent
Cyprus,2013,male,15-24 years,8,62893,12.72,Cyprus2013,0.85,24084572491,29624,Millenials
Cyprus,2013,male,55-74 years,10,81903,12.21,Cyprus2013,0.85,24084572491,29624,Boomers
Cyprus,2013,male,25-34 years,8,70521,11.34,Cyprus2013,0.85,24084572491,29624,Millenials
Cyprus,2013,male,35-54 years,11,110593,9.95,Cyprus2013,0.85,24084572491,29624,Generation X
Cyprus,2013,female,35-54 years,4,125846,3.18,Cyprus2013,0.85,24084572491,29624,Generation X
Cyprus,2013,female,55-74 years,1,86452,1.16,Cyprus2013,0.85,24084572491,29624,Boomers
Cyprus,2013,female,15-24 years,0,59969,0,Cyprus2013,0.85,24084572491,29624,Millenials
Cyprus,2013,female,25-34 years,0,73849,0,Cyprus2013,0.85,24084572491,29624,Millenials
Cyprus,2013,female,5-14 years,0,44407,0,Cyprus2013,0.85,24084572491,29624,Generation Z
Cyprus,2013,female,75+ years,0,28320,0,Cyprus2013,0.85,24084572491,29624,Silent
Cyprus,2013,male,5-14 years,0,46914,0,Cyprus2013,0.85,24084572491,29624,Generation Z
Czech Republic,2013,male,75+ years,129,252532,51.08,Czech Republic2013,0.868,209402444996,21073,Silent
Czech Republic,2013,male,55-74 years,399,1188011,33.59,Czech Republic2013,0.868,209402444996,21073,Boomers
Czech Republic,2013,male,35-54 years,485,1556338,31.16,Czech Republic2013,0.868,209402444996,21073,Generation X
Czech Republic,2013,male,25-34 years,168,773130,21.73,Czech Republic2013,0.868,209402444996,21073,Millenials
Czech Republic,2013,male,15-24 years,108,586871,18.4,Czech Republic2013,0.868,209402444996,21073,Millenials
Czech Republic,2013,female,75+ years,36,459282,7.84,Czech Republic2013,0.868,209402444996,21073,Silent
Czech Republic,2013,female,35-54 years,108,1488299,7.26,Czech Republic2013,0.868,209402444996,21073,Generation X
Czech Republic,2013,female,55-74 years,92,1347862,6.83,Czech Republic2013,0.868,209402444996,21073,Boomers
Czech Republic,2013,female,25-34 years,30,729365,4.11,Czech Republic2013,0.868,209402444996,21073,Millenials
Czech Republic,2013,female,15-24 years,15,560391,2.68,Czech Republic2013,0.868,209402444996,21073,Millenials
Czech Republic,2013,male,5-14 years,5,510895,0.98,Czech Republic2013,0.868,209402444996,21073,Generation Z
Czech Republic,2013,female,5-14 years,2,483804,0.41,Czech Republic2013,0.868,209402444996,21073,Generation Z
Denmark,2013,male,75+ years,62,166011,37.35,Denmark2013,0.923,343584385594,64831,Silent
Denmark,2013,male,55-74 years,157,637775,24.62,Denmark2013,0.923,343584385594,64831,Boomers
Denmark,2013,male,35-54 years,174,785198,22.16,Denmark2013,0.923,343584385594,64831,Generation X
Denmark,2013,female,75+ years,25,243880,10.25,Denmark2013,0.923,343584385594,64831,Silent
Denmark,2013,male,25-34 years,33,328192,10.06,Denmark2013,0.923,343584385594,64831,Millenials
Denmark,2013,female,55-74 years,52,658936,7.89,Denmark2013,0.923,343584385594,64831,Boomers
Denmark,2013,female,35-54 years,54,775088,6.97,Denmark2013,0.923,343584385594,64831,Generation X
Denmark,2013,male,15-24 years,23,367000,6.27,Denmark2013,0.923,343584385594,64831,Millenials
Denmark,2013,female,25-34 years,16,322819,4.96,Denmark2013,0.923,343584385594,64831,Millenials
Denmark,2013,female,15-24 years,12,350607,3.42,Denmark2013,0.923,343584385594,64831,Millenials
Denmark,2013,female,5-14 years,1,324362,0.31,Denmark2013,0.923,343584385594,64831,Generation Z
Denmark,2013,male,5-14 years,1,339830,0.29,Denmark2013,0.923,343584385594,64831,Generation Z
Ecuador,2013,male,75+ years,23,178094,12.91,Ecuador2013,0.73,95129659000,6769,Silent
Ecuador,2013,male,15-24 years,156,1473845,10.58,Ecuador2013,0.73,95129659000,6769,Millenials
Ecuador,2013,male,25-34 years,111,1248815,8.89,Ecuador2013,0.73,95129659000,6769,Millenials
Ecuador,2013,male,55-74 years,65,802441,8.1,Ecuador2013,0.73,95129659000,6769,Boomers
Ecuador,2013,female,15-24 years,89,1431562,6.22,Ecuador2013,0.73,95129659000,6769,Millenials
Ecuador,2013,male,35-54 years,106,1755019,6.04,Ecuador2013,0.73,95129659000,6769,Generation X
Ecuador,2013,female,25-34 years,30,1240273,2.42,Ecuador2013,0.73,95129659000,6769,Millenials
Ecuador,2013,male,5-14 years,29,1551821,1.87,Ecuador2013,0.73,95129659000,6769,Generation Z
Ecuador,2013,female,35-54 years,32,1795728,1.78,Ecuador2013,0.73,95129659000,6769,Generation X
Ecuador,2013,female,55-74 years,12,863112,1.39,Ecuador2013,0.73,95129659000,6769,Boomers
Ecuador,2013,female,75+ years,3,223521,1.34,Ecuador2013,0.73,95129659000,6769,Silent
Ecuador,2013,female,5-14 years,20,1490382,1.34,Ecuador2013,0.73,95129659000,6769,Generation Z
El Salvador,2013,male,25-34 years,95,409974,23.17,El Salvador2013,0.664,21977401900,3885,Millenials
El Salvador,2013,male,35-54 years,129,579811,22.25,El Salvador2013,0.664,21977401900,3885,Generation X
