country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
Cyprus,2016,female,35-54 years,3,117819,2.55,Cyprus2016,NA,20153871681,25098,Generation X
Cyprus,2016,female,25-34 years,1,71307,1.4,Cyprus2016,NA,20153871681,25098,Millenials
Cyprus,2016,female,55-74 years,1,90294,1.11,Cyprus2016,NA,20153871681,25098,Boomers
Cyprus,2016,female,15-24 years,0,58057,0,Cyprus2016,NA,20153871681,25098,Millenials
Cyprus,2016,female,75+ years,0,31234,0,Cyprus2016,NA,20153871681,25098,Silent
Czech Republic,2016,male,75+ years,140,273637,51.16,Czech Republic2016,NA,195305084919,19505,Silent
Czech Republic,2016,male,55-74 years,319,1205832,26.45,Czech Republic2016,NA,195305084919,19505,Boomers
Czech Republic,2016,male,35-54 years,386,1617906,23.86,Czech Republic2016,NA,195305084919,19505,Generation X
Czech Republic,2016,male,25-34 years,137,729199,18.79,Czech Republic2016,NA,195305084919,19505,Millenials
Czech Republic,2016,male,15-24 years,78,527890,14.78,Czech Republic2016,NA,195305084919,19505,Millenials
Czech Republic,2016,female,55-74 years,86,1358948,6.33,Czech Republic2016,NA,195305084919,19505,Boomers
Czech Republic,2016,female,35-54 years,91,1541109,5.9,Czech Republic2016,NA,195305084919,19505,Generation X
Czech Republic,2016,female,75+ years,25,480884,5.2,Czech Republic2016,NA,195305084919,19505,Silent
Czech Republic,2016,female,25-34 years,34,691963,4.91,Czech Republic2016,NA,195305084919,19505,Millenials
Czech Republic,2016,female,15-24 years,22,502574,4.38,Czech Republic2016,NA,195305084919,19505,Millenials
Grenada,2016,female,15-24 years,0,9543,0,Grenada2016,NA,1056188593,10838,Millenials
Grenada,2016,female,25-34 years,0,10271,0,Grenada2016,NA,1056188593,10838,Millenials
Grenada,2016,female,35-54 years,0,11222,0,Grenada2016,NA,1056188593,10838,Generation X
Grenada,2016,female,55-74 years,0,6392,0,Grenada2016,NA,1056188593,10838,Boomers
Grenada,2016,female,75+ years,0,2227,0,Grenada2016,NA,1056188593,10838,Silent
Grenada,2016,male,15-24 years,0,9860,0,Grenada2016,NA,1056188593,10838,Millenials
Grenada,2016,male,25-34 years,0,10718,0,Grenada2016,NA,1056188593,10838,Millenials
Grenada,2016,male,35-54 years,0,11746,0,Grenada2016,NA,1056188593,10838,Generation X
Grenada,2016,male,55-74 years,0,5721,0,Grenada2016,NA,1056188593,10838,Boomers
Grenada,2016,male,75+ years,0,1312,0,Grenada2016,NA,1056188593,10838,Silent
Hungary,2016,male,75+ years,214,246437,86.84,Hungary2016,NA,125816640421,13448,Silent
Hungary,2016,male,55-74 years,495,1064355,46.51,Hungary2016,NA,125816640421,13448,Boomers
Hungary,2016,male,35-54 years,450,1439105,31.27,Hungary2016,NA,125816640421,13448,Generation X
Hungary,2016,female,75+ years,120,521024,23.03,Hungary2016,NA,125816640421,13448,Silent
Hungary,2016,male,25-34 years,98,633114,15.48,Hungary2016,NA,125816640421,13448,Millenials
Hungary,2016,female,55-74 years,161,1346205,11.96,Hungary2016,NA,125816640421,13448,Boomers
Hungary,2016,male,15-24 years,58,568065,10.21,Hungary2016,NA,125816640421,13448,Millenials
Hungary,2016,female,35-54 years,121,1432415,8.45,Hungary2016,NA,125816640421,13448,Generation X
Hungary,2016,female,25-34 years,30,602785,4.98,Hungary2016,NA,125816640421,13448,Millenials
Hungary,2016,female,15-24 years,14,536865,2.61,Hungary2016,NA,125816640421,13448,Millenials
Iceland,2016,male,25-34 years,8,25029,31.96,Iceland2016,NA,20304098101,64708,Millenials
Iceland,2016,male,55-74 years,10,33247,30.08,Iceland2016,NA,20304098101,64708,Boomers
Iceland,2016,male,35-54 years,11,44024,24.99,Iceland2016,NA,20304098101,64708,Generation X
Iceland,2016,male,15-24 years,6,24099,24.9,Iceland2016,NA,20304098101,64708,Millenials
Iceland,2016,male,75+ years,1,8723,11.46,Iceland2016,NA,20304098101,64708,Silent
Iceland,2016,female,25-34 years,2,23233,8.61,Iceland2016,NA,20304098101,64708,Millenials
Iceland,2016,female,55-74 years,2,32963,6.07,Iceland2016,NA,20304098101,64708,Boomers
Iceland,2016,female,15-24 years,0,22971,0,Iceland2016,NA,20304098101,64708,Millenials
Iceland,2016,female,35-54 years,0,43216,0,Iceland2016,NA,20304098101,64708,Generation X
Iceland,2016,female,75+ years,0,11268,0,Iceland2016,NA,20304098101,64708,Silent
Lithuania,2016,male,75+ years,78,80426,96.98,Lithuania2016,NA,42773029835,15742,Silent
Lithuania,2016,male,55-74 years,212,277763,76.32,Lithuania2016,NA,42773029835,15742,Boomers
Lithuania,2016,male,35-54 years,266,376689,70.62,Lithuania2016,NA,42773029835,15742,Generation X
Lithuania,2016,male,25-34 years,96,191346,50.17,Lithuania2016,NA,42773029835,15742,Millenials
Lithuania,2016,male,15-24 years,41,177888,23.05,Lithuania2016,NA,42773029835,15742,Millenials
Lithuania,2016,female,75+ years,29,193001,15.03,Lithuania2016,NA,42773029835,15742,Silent
Lithuania,2016,female,55-74 years,45,390385,11.53,Lithuania2016,NA,42773029835,15742,Boomers
Lithuania,2016,female,35-54 years,41,406249,10.09,Lithuania2016,NA,42773029835,15742,Generation X
Lithuania,2016,female,25-34 years,8,182632,4.38,Lithuania2016,NA,42773029835,15742,Millenials
Lithuania,2016,female,15-24 years,6,168917,3.55,Lithuania2016,NA,42773029835,15742,Millenials
Mauritius,2016,male,25-34 years,17,87701,19.38,Mauritius2016,NA,12232463656,10570,Millenials
Mauritius,2016,male,75+ years,3,15754,19.04,Mauritius2016,NA,12232463656,10570,Silent
Mauritius,2016,male,15-24 years,18,96372,18.68,Mauritius2016,NA,12232463656,10570,Millenials
Mauritius,2016,male,35-54 years,33,180530,18.28,Mauritius2016,NA,12232463656,10570,Generation X
Mauritius,2016,male,55-74 years,12,107902,11.12,Mauritius2016,NA,12232463656,10570,Boomers
Mauritius,2016,female,15-24 years,4,94001,4.26,Mauritius2016,NA,12232463656,10570,Millenials
Mauritius,2016,female,25-34 years,3,85747,3.5,Mauritius2016,NA,12232463656,10570,Millenials
Mauritius,2016,female,35-54 years,6,177524,3.38,Mauritius2016,NA,12232463656,10570,Generation X
Mauritius,2016,female,55-74 years,2,120603,1.66,Mauritius2016,NA,12232463656,10570,Boomers
Mauritius,2016,female,75+ years,0,26298,0,Mauritius2016,NA,12232463656,10570,Silent
Mongolia,2016,male,25-34 years,127,290660,43.69,Mongolia2016,NA,11183458131,4145,Millenials
Mongolia,2016,male,35-54 years,127,375631,33.81,Mongolia2016,NA,11183458131,4145,Generation X
Mongolia,2016,male,15-24 years,85,252851,33.62,Mongolia2016,NA,11183458131,4145,Millenials
Mongolia,2016,male,55-74 years,29,113527,25.54,Mongolia2016,NA,11183458131,4145,Boomers
Mongolia,2016,male,75+ years,3,15349,19.55,Mongolia2016,NA,11183458131,4145,Silent
Mongolia,2016,female,75+ years,3,26305,11.4,Mongolia2016,NA,11183458131,4145,Silent
Mongolia,2016,female,15-24 years,18,246805,7.29,Mongolia2016,NA,11183458131,4145,Millenials
Mongolia,2016,female,25-34 years,15,292237,5.13,Mongolia2016,NA,11183458131,4145,Millenials
Mongolia,2016,female,35-54 years,15,406028,3.69,Mongolia2016,NA,11183458131,4145,Generation X
Mongolia,2016,female,55-74 years,1,148196,0.67,Mongolia2016,NA,11183458131,4145,Boomers
Netherlands,2016,male,75+ years,123,541327,22.72,Netherlands2016,NA,777227541581,48108,Silent
Netherlands,2016,male,55-74 years,436,2004642,21.75,Netherlands2016,NA,777227541581,48108,Boomers
Netherlands,2016,male,35-54 years,478,2341693,20.41,Netherlands2016,NA,777227541581,48108,Generation X
Netherlands,2016,male,25-34 years,159,1061905,14.97,Netherlands2016,NA,777227541581,48108,Millenials
Netherlands,2016,female,75+ years,87,781301,11.14,Netherlands2016,NA,777227541581,48108,Silent
Netherlands,2016,female,55-74 years,209,2037375,10.26,Netherlands2016,NA,777227541581,48108,Boomers
Netherlands,2016,female,35-54 years,217,2334777,9.29,Netherlands2016,NA,777227541581,48108,Generation X
Netherlands,2016,male,15-24 years,77,1067719,7.21,Netherlands2016,NA,777227541581,48108,Millenials
Netherlands,2016,female,25-34 years,65,1043372,6.23,Netherlands2016,NA,777227541581,48108,Millenials
Netherlands,2016,female,15-24 years,35,1025443,3.41,Netherlands2016,NA,777227541581,48108,Millenials
Qatar,2016,male,15-24 years,13,293525,4.43,Qatar2016,NA,152451923077,62484,Millenials
Qatar,2016,male,35-54 years,27,675747,4,Qatar2016,NA,152451923077,62484,Generation X
Qatar,2016,male,25-34 years,21,676108,3.11,Qatar2016,NA,152451923077,62484,Millenials
Qatar,2016,male,55-74 years,2,99266,2.01,Qatar2016,NA,152451923077,62484,Boomers
Qatar,2016,female,35-54 years,3,179374,1.67,Qatar2016,NA,152451923077,62484,Generation X
Qatar,2016,female,25-34 years,2,164901,1.21,Qatar2016,NA,152451923077,62484,Millenials
Qatar,2016,female,15-24 years,0,88675,0,Qatar2016,NA,152451923077,62484,Millenials
Qatar,2016,female,55-74 years,0,26182,0,Qatar2016,NA,152451923077,62484,Boomers
Qatar,2016,female,75+ years,0,3250,0,Qatar2016,NA,152451923077,62484,Silent
Qatar,2016,male,75+ years,0,6093,0,Qatar2016,NA,152451923077,62484,Silent
Romania,2016,male,55-74 years,615,2068747,29.73,Romania2016,NA,187805922349,10020,Boomers
Romania,2016,male,75+ years,171,579838,29.49,Romania2016,NA,187805922349,10020,Silent
Romania,2016,male,35-54 years,632,2945568,21.46,Romania2016,NA,187805922349,10020,Generation X
Romania,2016,male,25-34 years,134,1359178,9.86,Romania2016,NA,187805922349,10020,Millenials
Romania,2016,male,15-24 years,91,1101638,8.26,Romania2016,NA,187805922349,10020,Millenials
Romania,2016,female,75+ years,61,997868,6.11,Romania2016,NA,187805922349,10020,Silent
Romania,2016,female,55-74 years,112,2462909,4.55,Romania2016,NA,187805922349,10020,Boomers
Romania,2016,female,35-54 years,96,2823207,3.4,Romania2016,NA,187805922349,10020,Generation X
Romania,2016,female,25-34 years,27,1264645,2.13,Romania2016,NA,187805922349,10020,Millenials
Romania,2016,female,15-24 years,14,1041307,1.34,Romania2016,NA,187805922349,10020,Millenials
Sweden,2016,male,75+ years,100,359481,27.82,Sweden2016,NA,514459972806,55594,Silent
Sweden,2016,male,55-74 years,232,1106411,20.97,Sweden2016,NA,514459972806,55594,Boomers
Sweden,2016,male,35-54 years,266,1299990,20.46,Sweden2016,NA,514459972806,55594,Generation X
Sweden,2016,male,25-34 years,114,670158,17.01,Sweden2016,NA,514459972806,55594,Millenials
Sweden,2016,male,15-24 years,70,605396,11.56,Sweden2016,NA,514459972806,55594,Millenials
Sweden,2016,female,35-54 years,119,1257582,9.46,Sweden2016,NA,514459972806,55594,Generation X
Sweden,2016,female,55-74 years,104,1120938,9.28,Sweden2016,NA,514459972806,55594,Boomers
Sweden,2016,female,75+ years,45,493341,9.12,Sweden2016,NA,514459972806,55594,Silent
Sweden,2016,female,25-34 years,44,641572,6.86,Sweden2016,NA,514459972806,55594,Millenials
Sweden,2016,female,15-24 years,36,570983,6.3,Sweden2016,NA,514459972806,55594,Millenials
Thailand,2016,male,55-74 years,734,5203957,14.1,Thailand2016,NA,411755164833,6713,Boomers
Thailand,2016,male,35-54 years,1421,10084647,14.09,Thailand2016,NA,411755164833,6713,Generation X
Thailand,2016,male,75+ years,152,1124052,13.52,Thailand2016,NA,411755164833,6713,Silent
Thailand,2016,male,25-34 years,646,4796355,13.47,Thailand2016,NA,411755164833,6713,Millenials
Thailand,2016,male,15-24 years,322,4736305,6.8,Thailand2016,NA,411755164833,6713,Millenials
Thailand,2016,female,75+ years,69,1589015,4.34,Thailand2016,NA,411755164833,6713,Silent
Thailand,2016,female,55-74 years,222,6049756,3.67,Thailand2016,NA,411755164833,6713,Boomers
Thailand,2016,female,35-54 years,375,10629684,3.53,Thailand2016,NA,411755164833,6713,Generation X
Thailand,2016,female,25-34 years,116,4702656,2.47,Thailand2016,NA,411755164833,6713,Millenials
Thailand,2016,female,15-24 years,60,4525574,1.33,Thailand2016,NA,411755164833,6713,Millenials
